url,Source,Authors(Temp),filename,Date,Title,institutional author,translators,tags,page_type
https://www.mekomit.co.il/סוד-הקסם-של-פוקימון-גו/,LocalCall,חגי מטר,www_mekomit_co_il_d7a1d795d793-d794d7a7d7a1d79d-d7a9d79c-d7a4d795d7a7d799d79ed795d79f-d792d795_.html,2016-7-18,סוד הקסם האפל של פוקימון גו - שיחה מקומית,,,,
https://www.mekomit.co.il/בנט-צווי-הרחקה-אנרכיסטים/,LocalCall,אורן זיו,www_mekomit_co_il_d791d7a0d798-d7a6d795d795d799-d794d7a8d797d7a7d794-d790d7a0d7a8d79bd799d7a1d798d79.html,2020-1-18,"החלטת בנט: ספין בחירות ומודיעין גרוע, ועדיין מסוכנת - שיחה מקומית",,,,
https://www.mekomit.co.il/אלימות-בהקשר-קולוניאלי-עלולה-להוביל-ל/,LocalCall,תמיר שורק,www_mekomit_co_il_d790d79cd799d79ed795d7aa-d791d794d7a7d7a9d7a8-d7a7d795d79cd795d7a0d799d790d79cd799.html,2023-12-12,אלימות בהקשר קולוניאלי עלולה להוביל לתרחישי קצה. אפשר להימנע מזה - שיחה מקומית,,,,
https://www.mekomit.co.il/הנמלטים-מעוררים-שוב-את-התיאוריות-המופ/,LocalCall,אורן זיו,www_mekomit_co_il_d794d7a0d79ed79cd798d799d79d-d79ed7a2d795d7a8d7a8d799d79d-d7a9d795d791-d790d7aa-d7.html,2021-9-9,"הנמלטים מעוררים שוב את התיאוריות המופרכות על ה""חגיגות"" בכלא - שיחה מקומית",,,,
https://www.mekomit.co.il/מי-שומר-על-חייהם-של-ילדים-אלרגיים/,LocalCall,גיל גרטל,www_mekomit_co_il_d79ed799-d7a9d795d79ed7a8-d7a2d79c-d797d799d799d794d79d-d7a9d79c-d799d79cd793d799d.html,2018-8-24,סביבה בטוחה לילדים אלרגיים היא סביבה בטוחה לכולנו - שיחה מקומית,,,,
https://www.mekomit.co.il/השואה-והנכבה/,LocalCall,סמאח סלאימה,www_mekomit_co_il_d794d7a9d795d790d794-d795d794d7a0d79bd791d794_.html,2015-4-17,אני רוצה ללמוד ולזכור את השואה בלי שיקשרו אותה לנכבה - שיחה מקומית,,,,
https://www.mekomit.co.il/549-עמודים-שינוי-של-עשרות-חוקים-חוק-ההסדר/,LocalCall,יפעת סולל,www_mekomit_co_il_549-d7a2d79ed795d793d799d79d-d7a9d799d7a0d795d799-d7a9d79c-d7a2d7a9d7a8d795d7aa-d7.html,2021-10-21,"549 עמודים, שינוי של עשרות חוקים: חוק ההסדרים דורס את הכנסת - שיחה מקומית",,,,
https://www.mekomit.co.il/איך-קרה-שדווקא-הימין-הקיצוני-מחבר-בין-ה/,LocalCall,אלי ביתאן,www_mekomit_co_il_d790d799d79a-d7a7d7a8d794-d7a9d793d795d795d7a7d790-d794d799d79ed799d79f-d794d7a7d7.html,2019-3-13,"איך קרה שדווקא הימין הקיצוני מחבר בין הכיבוש לזכויות להט""בים? - שיחה מקומית",,,,
https://www.mekomit.co.il/הפתק-השישה-עשר-הסרבנית-הדס-טל-תיעדה-את/,LocalCall,הדס טל,www_mekomit_co_il_d794d7a4d7aad7a7-d794d7a9d799d7a9d794-d7a2d7a9d7a8-d794d7a1d7a8d791d7a0d799d7aa-d7.html,2017-10-14,הפתק השישה עשר: הסרבנית הדס טל תיעדה את ימיה הראשונים בכלא - שיחה מקומית,,,,
https://www.mekomit.co.il/הרוחות-שמנשבות-מעזה-מאיימות-על-מעמד-אר/,LocalCall,פאולה קארידי,www_mekomit_co_il_d794d7a8d795d797d795d7aa-d7a9d79ed7a0d7a9d791d795d7aa-d79ed7a2d796d794-d79ed790d79.html,2023-10-19,"הרוחות שמנשבות מעזה מאיימות על מעמד ארה""ב במזרח התיכון - שיחה מקומית",,,,
https://www.mekomit.co.il/עונת-2016-הסופר-קאפ-הפלסטיני-בכדורגל/,LocalCall,יוני מנדל,www_mekomit_co_il_d7a2d795d7a0d7aa-2016-d794d7a1d795d7a4d7a8-d7a7d790d7a4-d794d7a4d79cd7a1d798d799d7.html,2016-7-26,"ללא שבעה משחקניה שנותרו מעבר למחסום ארז, חברון ניצחה את ח'אן יונס - שיחה מקומית",,,,
https://www.mekomit.co.il/בחירות-2019/,LocalCall,חגי מטר,www_mekomit_co_il_d791d797d799d7a8d795d7aa-2019_.html,2018-12-24,בחירות 2019: ההזדמנות של השמאל להציע חלופה כוללת - שיחה מקומית,,,,
https://www.mekomit.co.il/מעצר-מנהלי-ואמונה-עיוורת/,LocalCall,חגי מטר,www_mekomit_co_il_d79ed7a2d7a6d7a8-d79ed7a0d794d79cd799-d795d790d79ed795d7a0d794-d7a2d799d795d795d7a.html,2014-6-2,"אם הם בכלא אז הם בטח עשו משהו"" - שיחה מקומית",,,,
https://www.mekomit.co.il/המחאה-החברתית-שלוש-שנים-אחרי/,LocalCall,נועם שיזף,www_mekomit_co_il_d794d79ed797d790d794-d794d797d791d7a8d7aad799d7aa-d7a9d79cd795d7a9-d7a9d7a0d799d79.html,2014-7-13,יומולדת עגום: שלוש שנים למחאה החברתית - שיחה מקומית,,,,
https://www.mekomit.co.il/שיר-מפרסית-לשישי-פיוס-אחמד-שאמלו/,LocalCall,,www_mekomit_co_il_d7a9d799d7a8-d79ed7a4d7a8d7a1d799d7aa-d79cd7a9d799d7a9d799-d7a4d799d795d7a1-d790d7.html,2014-4-18,שיר שבועי מפרסית: פיוס - שיחה מקומית,,,,
https://www.mekomit.co.il/הסרטון-שמחזיר-לפרחה-את-הכבוד/,LocalCall,נעמי נידם,www_mekomit_co_il_d794d7a1d7a8d798d795d79f-d7a9d79ed797d796d799d7a8-d79cd7a4d7a8d797d794-d790d7aa-d7.html,2020-1-20,הסרטון שמחזיר לפרחה את הכבוד והופך אותה למודל לחיקוי - שיחה מקומית,,,,
https://www.mekomit.co.il/האזרח-הערבי-רוצה-דמוקרטיה-אך-מיואש-מהפ/,LocalCall,אליצור גלוק,www_mekomit_co_il_d794d790d796d7a8d797-d794d7a2d7a8d791d799-d7a8d795d7a6d794-d793d79ed795d7a7d7a8d79.html,2023-4-19,"האזרח הערבי רוצה דמוקרטיה, אך מיואש מהפוליטיקה - שיחה מקומית",,,,
https://www.mekomit.co.il/שיר-מתי-שמואלוף/,LocalCall,מתי שמואלוף,www_mekomit_co_il_d7a9d799d7a8-d79ed7aad799-d7a9d79ed795d790d79cd795d7a3_.html,2017-10-12,שיר: דָּהַרְנוּ אֶל עֵבֶר הַשְּׁקִיעָה - שיחה מקומית,,,,
https://www.mekomit.co.il/קבטיה-תחת-סגר/,LocalCall,אחמד אל-באז,www_mekomit_co_il_d7a7d791d798d799d794-d7aad797d7aa-d7a1d792d7a8_.html,2016-2-7,צפו: שלושה ימים של סגר ועימותים בקבטיה - שיחה מקומית,,,,
https://www.mekomit.co.il/הסכם-אוסלו-הרבה-כוונות-רעות-ותרומה-קרי/,LocalCall,מירון רפופורט|אמיר פאח'ורי,www_mekomit_co_il_d794d7a1d79bd79d-d790d795d7a1d79cd795-d794d7a8d791d794-d79bd795d795d7a0d795d7aa-d7.html,2023-9-11,הסכם אוסלו: הרבה כוונות רעות ותרומה קריטית אחת - שיחה מקומית,,,,
https://www.mekomit.co.il/אפרטהייד-הוא-ההגדרה-המדויקת-למצב-בגדה/,LocalCall,דניאל בר-טל,www_mekomit_co_il_d790d7a4d7a8d798d794d799d799d793-d794d795d790-d794d794d792d793d7a8d794-d794d79ed79.html,2020-6-25,"אפרטהייד הוא ההגדרה המדויקת למצב בגדה, עוד לפני הסיפוח - שיחה מקומית",,,,
https://www.mekomit.co.il/חנין-זועבי-פיוס-עם-תורכיה/,LocalCall,אורלי נוי,www_mekomit_co_il_d797d7a0d799d79f-d796d795d7a2d791d799-d7a4d799d795d7a1-d7a2d79d-d7aad795d7a8d79bd7.html,2016-6-30,לעמוד לצד חנין זועבי כדי לא להתעורר אופיר אקוניס - שיחה מקומית,,,,
https://www.mekomit.co.il/סרי-נוסייבה-טעיתי-אולי-הציונות-לא-מסוג/,LocalCall,מירון רפופורט,www_mekomit_co_il_d7a1d7a8d799-d7a0d795d7a1d799d799d791d794-d798d7a2d799d7aad799-d790d795d79cd799-d7.html,2018-11-17,"סרי נוסייבה: טעיתי, אולי הציונות לא מסוגלת לעשות שלום - שיחה מקומית",,,,
https://www.mekomit.co.il/אליאס-כראם/,LocalCall,חגי מטר,www_mekomit_co_il_d790d79cd799d790d7a1-d79bd7a8d790d79d_.html,2017-8-16,"לע""מ מאיימת לשלול תעודה מעיתונאי בגלל שהוא פטריוט - שיחה מקומית",,,,
https://www.mekomit.co.il/רעידת-אדמה-פוליטית-בספרד-פודמוס/,LocalCall,יוסי ברטל|איה שושן,www_mekomit_co_il_d7a8d7a2d799d793d7aa-d790d793d79ed794-d7a4d795d79cd799d798d799d7aa-d791d7a1d7a4d7a.html,2014-11-11,המהפכה הסגולה: מפלגת המחאה החברתית צפויה לנצח בבחירות בספרד - שיחה מקומית,,,,
https://www.mekomit.co.il/רצח-רבין-זה-כמו-קורונה/,LocalCall,גיל גרטל,www_mekomit_co_il_d7a8d7a6d797-d7a8d791d799d79f-d796d794-d79bd79ed795-d7a7d795d7a8d795d7a0d794_.html,2020-10-29,"רצח רבין זה כמו קורונה. אם נתאחד, הוא ייעלם - שיחה מקומית",,,,
https://www.mekomit.co.il/אשרף-פיאד-לא-יוצא-להורג/,LocalCall,מקבולה נסאר,www_mekomit_co_il_d790d7a9d7a8d7a3-d7a4d799d790d793-d79cd790-d799d795d7a6d790-d79cd794d795d7a8d792_.html,2016-2-3,עונש המוות של האמן הפלסטיני-סעודי הומר במאסר ומלקות  - שיחה מקומית,,,,
https://www.mekomit.co.il/נשים-מובילות-התאגדויות-עובדים/,LocalCall,נעמה לזימי,www_mekomit_co_il_d7a0d7a9d799d79d-d79ed795d791d799d79cd795d7aa-d794d7aad790d792d793d795d799d795d7aa.html,2014-9-22,הדור החדש של התאגדויות עובדים מובל על ידי נשים - שיחה מקומית,,,,
https://www.mekomit.co.il/ישראל-עוקבת-אחרי-מידע-שהפלסטינים-מעבי/,LocalCall,יובל אברהם,www_mekomit_co_il_d799d7a9d7a8d790d79c-d7a2d795d7a7d791d7aa-d790d797d7a8d799-d79ed799d793d7a2-d7a9d7.html,2024-2-14,"ישראל עוקבת אחרי מידע שהפלסטינים מעבירים לארה""ב על אלימות מתנחלים - שיחה מקומית",,,,
https://www.mekomit.co.il/ניסיון-ההשתלטות-העוינת-של-שס-על-הרשות/,LocalCall,אריאל שורץ,www_mekomit_co_il_d7a0d799d7a1d799d795d79f-d794d794d7a9d7aad79cd798d795d7aa-d794d7a2d795d799d7a0d7aa.html,2024-7-10,"ניסיון ההשתלטות העוינת של ש""ס על הרשות למאבק בעוני - שיחה מקומית",,,,
https://www.mekomit.co.il/חזבאללה-באמת-איננו-ארגון-טרור/,LocalCall,לילך בן דוד,www_mekomit_co_il_d797d796d791d790d79cd79cd794-d791d790d79ed7aa-d790d799d7a0d7a0d795-d790d7a8d792d79.html,2016-3-8,"בל""ד וחד""ש צודקים: חזבאללה באמת איננו ארגון טרור  - שיחה מקומית",,,,
https://www.mekomit.co.il/בקשת-החנינה-מוכיחה-לעידן-הזה-אין-מתאים/,LocalCall,מירון רפופורט,www_mekomit_co_il_d791d7a7d7a9d7aa-d794d797d7a0d799d7a0d794-d79ed795d79bd799d797d794-d79cd7a2d799d79.html,2025-12-3,"בקשת החנינה מוכיחה: לעידן הזה, אין מתאים מנתניהו - שיחה מקומית",,,,
https://www.mekomit.co.il/מותו-של-פתרון-שתי-המדינות-פגע-אנושות-בק/,LocalCall,יהושע (ג'וש) לייפר,www_mekomit_co_il_d79ed795d7aad795-d7a9d79c-d7a4d7aad7a8d795d79f-d7a9d7aad799-d794d79ed793d799d7a0d7.html,2019-8-28,"מותו של פתרון שתי המדינות פגע אנושות בקונצנזוס הפרו-ישראלי בארה""ב - שיחה מקומית",,,,
https://www.mekomit.co.il/שיר-מפרסית-יש-בזה-כאב/,LocalCall,,www_mekomit_co_il_d7a9d799d7a8-d79ed7a4d7a8d7a1d799d7aa-d799d7a9-d791d796d794-d79bd790d791_.html,2022-8-25,שיר מפרסית: יש בזה כאב - שיחה מקומית,,,,
https://www.mekomit.co.il/השבוי-המנהלי-עואודה-הנקודה-הארכימדית/,LocalCall,אורלי נוי,www_mekomit_co_il_d794d7a9d791d795d799-d794d79ed7a0d794d79cd799-d7a2d795d790d795d793d794-d794d7a0d7a.html,2022-8-31,"השבוי המנהלי עואודה, הנקודה הארכימדית של האפרטהייד הישראלי - שיחה מקומית",,,,
https://www.mekomit.co.il/הילדות-של-עהד-תמימי-תחת-הכיבוש/,LocalCall,חמוטל סונג,www_mekomit_co_il_d794d799d79cd793d795d7aa-d7a9d79c-d7a2d794d793-d7aad79ed799d79ed799-d7aad797d7aa-d.html,2018-1-5,"זעם, עלבון ותסכול: לגדול כילד תחת הכיבוש - שיחה מקומית",,,,
https://www.mekomit.co.il/זוכי-פסטיבל-ברלין-הזכירו-את-מה-שבתקשור/,LocalCall,אורן זיו,www_mekomit_co_il_d796d795d79bd799-d7a4d7a1d798d799d791d79c-d791d7a8d79cd799d79f-d794d796d79bd799d7a.html,2024-2-26,זוכי פסטיבל ברלין הזכירו את מה שבתקשורת מבקשים להדחיק - שיחה מקומית,,,,
https://www.mekomit.co.il/לא-כל-היהודים-הם-יהודים/,LocalCall,יאסר אבו ערישה,www_mekomit_co_il_d79cd790-d79bd79c-d794d799d794d795d793d799d79d-d794d79d-d799d794d795d793d799d79d_.html,2017-3-31,"לא כל היהודים הם יהודים"" - שיחה מקומית",,,,
https://www.mekomit.co.il/בישראל-של-2017-החלפת-השלטון-וסיום-הכיבוש-ז/,LocalCall,שאול צ'ריקובר,www_mekomit_co_il_d791d799d7a9d7a8d790d79c-d7a9d79c-2017-d794d797d79cd7a4d7aa-d794d7a9d79cd798d795d7.html,2017-7-16,בישראל של 2017 החלפת השלטון וסיום הכיבוש זה אוקסימורון - שיחה מקומית,,,,
https://www.mekomit.co.il/נפטר-סמיח-אלקאסם/,LocalCall,מייסלון דלאשה,www_mekomit_co_il_d7a0d7a4d798d7a8-d7a1d79ed799d797-d790d79cd7a7d790d7a1d79d_.html,2014-8-20,זקוף גו פסע והלך לעולמו: נפטר המשורר סמיח אלקאסם - שיחה מקומית,,,,
https://www.mekomit.co.il/כן-הלהטבים-שולטותתתים-בארגוני-השמאל/,LocalCall,יהלי מרום,www_mekomit_co_il_d79bd79f-d794d79cd794d798d791d799d79d-d7a9d795d79cd798d795d7aad7aad7aad799d79d-d79.html,2017-6-5,"כן, הלהט""בים שולטים בארגוני השמאל - שיחה מקומית",,,,
https://www.mekomit.co.il/גז-דלק-אנרגיה/,LocalCall,מיכאל ספיר,www_mekomit_co_il_d792d796-d793d79cd7a7-d790d7a0d7a8d792d799d794_.html,2019-12-17,לישראל ולכדור הארץ עדיף שהגז יישאר באדמה - שיחה מקומית,,,,
https://www.mekomit.co.il/הדור-הפלסטיני-הצעיר-גדל-על-סיפורי-הנכב/,LocalCall,בכר זועבי,www_mekomit_co_il_d794d793d795d7a8-d794d7a4d79cd7a1d798d799d7a0d799-d794d7a6d7a2d799d7a8-d792d793d79.html,2025-5-14,הדור הפלסטיני הצעיר גדל על סיפורי הנכבה. כעת היא מתרחשת מולו - שיחה מקומית,,,,
https://www.mekomit.co.il/הפסיקה-בעניין-העובדים-הזרים-מתרחקת-רק/,LocalCall,יפעת סולל,www_mekomit_co_il_d794d7a4d7a1d799d7a7d794-d791d7a2d7a0d799d799d79f-d794d7a2d795d791d793d799d79d-d79.html,2023-7-20,הפסיקה בעניין העובדים הזרים מתרחקת רק צעד קטן מפי התהום - שיחה מקומית,,,,
https://www.mekomit.co.il/השבר-של-בלפור-החיים-לפני-ואחרי-המחאה/,LocalCall,מתן גולן,www_mekomit_co_il_d794d7a9d791d7a8-d7a9d79c-d791d79cd7a4d795d7a8-d794d797d799d799d79d-d79cd7a4d7a0d7.html,2022-1-27,"השבר של בלפור, החיים לפני ואחרי המחאה - שיחה מקומית",,,,
https://www.mekomit.co.il/עליה-חדה-במספר-ההתאבדויות-בעזה/,LocalCall,אינאס פארס גאנם,www_mekomit_co_il_d7a2d79cd799d794-d797d793d794-d791d79ed7a1d7a4d7a8-d794d794d7aad790d791d793d795d79.html,2016-4-2,כשהמוות נראה כמו המוצא היחיד: עליה חדה במספר ההתאבדויות בעזה - שיחה מקומית,,,,
https://www.mekomit.co.il/זחאלקה-צודק-השמאל-הציוני-איננו-בן-ברית/,LocalCall,איאד שלאבנה,www_mekomit_co_il_d796d797d790d79cd7a7d794-d7a6d795d793d7a7-d794d7a9d79ed790d79c-d794d7a6d799d795d7a.html,2015-9-8,זחאלקה צודק: השמאל הציוני איננו בן ברית של הערבים  - שיחה מקומית,,,,
https://www.mekomit.co.il/הציון-של-ספרי-הלימוד-100-בהדרת-הציבור-הער/,LocalCall,גיל גרטל,www_mekomit_co_il_d794d7a6d799d795d79f-d7a9d79c-d7a1d7a4d7a8d799-d794d79cd799d79ed795d793-100-d791d7.html,2019-6-7,ספרי הלימוד בישראל: 100 בהדרת הציבור הערבי - שיחה מקומית,,,,
https://www.mekomit.co.il/מותר-לשהות-אסור-לבנות-קבלת-הפנים-לתושב/,LocalCall,אורן זיו,www_mekomit_co_il_d79ed795d7aad7a8-d79cd7a9d794d795d7aa-d790d7a1d795d7a8-d79cd791d7a0d795d7aa-d7a7d7.html,2023-12-3,"מותר לשהות, אסור לבנות: קבלת הפנים לתושבי זנותה שניסו לחזור - שיחה מקומית",,,,
https://www.mekomit.co.il/מנהיגות-חינוכית-בחירום-מטפלת-בחלשים/,LocalCall,גיל גרטל,www_mekomit_co_il_d79ed7a0d794d799d792d795d7aa-d797d799d7a0d795d79bd799d7aa-d791d797d799d7a8d795d79d.html,2024-11-21,במשרד החינוך מבינים: מנהיגות חינוכית במלחמה צריכה לדאוג לחלשים - שיחה מקומית,,,,
https://www.mekomit.co.il/התעשיות-הביטחוניות-בקורונה-וכיתתו-טי/,LocalCall,סהר ורדי,www_mekomit_co_il_d794d7aad7a2d7a9d799d795d7aa-d794d791d799d798d797d795d7a0d799d795d7aa-d791d7a7d795.html,2020-5-20,התעשיות הביטחוניות בקורונה: וכיתתו טילים למכונות הנשמה - שיחה מקומית,,,,
https://www.mekomit.co.il/עליונות-וחוסר-תום-לב-הפוליטיקה-הסמויה/,LocalCall,ראיף זריק,www_mekomit_co_il_d7a2d79cd799d795d7a0d795d7aa-d795d797d795d7a1d7a8-d7aad795d79d-d79cd791-d794d7a4d7.html,2023-9-12,עליונות וחוסר תום לב: הפוליטיקה הסמויה של מבקרי הביקורת השיפוטית - שיחה מקומית,,,,
https://www.mekomit.co.il/הימין-מצא-אויב-חדש-הרוסים-האנטישמים-ש/,LocalCall,לילי גלילי,www_mekomit_co_il_d794d799d79ed799d79f-d79ed7a6d790-d790d795d799d791-d797d793d7a9-d794d7a8d795d7a1d7.html,2020-1-9,"הימין מצא אויב חדש: ""הרוסים האנטישמים שרוצים להשמיד אותנו"" - שיחה מקומית",,,,
https://www.mekomit.co.il/תעודת-בגרות-הוגנת/,LocalCall,גיל גרטל,www_mekomit_co_il_d7aad7a2d795d793d7aa-d791d792d7a8d795d7aa-d794d795d792d7a0d7aa_.html,2023-6-1,"ארבעה מודלים אפשריים לתעודת בגרות מַצמיחה, הוגנת וממוקדת מיומנויות - שיחה מקומית",,,,
https://www.mekomit.co.il/היום-זה-ברק-כהן-מחר-זה-אנחנו/,LocalCall,מיכאל סולסברי-כורך,www_mekomit_co_il_d794d799d795d79d-d796d794-d791d7a8d7a7-d79bd794d79f-d79ed797d7a8-d796d794-d790d7a0.html,2015-1-26,"היום זה ברק כהן, מחר זה אנחנו - שיחה מקומית",,,,
https://www.mekomit.co.il/אנחנו-שם-ברחובות-בככרות/,LocalCall,אבי בלכרמן,www_mekomit_co_il_d790d7a0d797d7a0d795-d7a9d79d-d791d7a8d797d795d791d795d7aa-d791d79bd79bd7a8d795d7a.html,2014-5-31,יום השנה לפרוץ המחאה בתורכיה: הפעילים מנסים לחזור לרחובות- שיחה מקומית,,,,
https://www.mekomit.co.il/העליונות-היהודית-עדיין-מחפשת-הכרעה-כו/,LocalCall,מנחם קליין,www_mekomit_co_il_d794d7a2d79cd799d795d7a0d795d7aa-d794d799d794d795d793d799d7aa-d7a2d793d799d799d79f.html,2025-11-3,העליונות היהודית עדיין מחפשת הכרעה כוחנית של הסכסוך - שיחה מקומית,,,,
https://www.mekomit.co.il/הרצוג-עדיין-יכול-למנוע-את-ההפיכה-המשטר/,LocalCall,יפעת סולל,www_mekomit_co_il_d794d7a8d7a6d795d792-d7a2d793d799d799d79f-d799d79bd795d79c-d79cd79ed7a0d795d7a2-d7.html,2023-2-13,הרצוג עדיין יכול למנוע את ההפיכה המשטרית - שיחה מקומית,,,,
https://www.mekomit.co.il/יחסי-העולים-למהפכה-באוקראינה/,LocalCall,אדי ז'נסקר,www_mekomit_co_il_d799d797d7a1d799-d794d7a2d795d79cd799d79d-d79cd79ed794d7a4d79bd794-d791d790d795d7a.html,2014-4-13,המשבר באוקראינה מפלג את ציבור העולים בישראל - שיחה מקומית,,,,
https://www.mekomit.co.il/לא-להפסיק-לחקור-את-גל-הירש/,LocalCall,חגי מטר,www_mekomit_co_il_d79cd790-d79cd794d7a4d7a1d799d7a7-d79cd797d7a7d795d7a8-d790d7aa-d792d79c-d794d799d.html,2015-9-24,לא להפסיק לחקור את גל הירש - שיחה מקומית,,,,
https://www.mekomit.co.il/קודם-לקחו-את-ההומואים-מכתב-פתוח-לסטודנ/,LocalCall,אורי שוסטר,www_mekomit_co_il_d7a7d795d793d79d-d79cd7a7d797d795-d790d7aa-d794d794d795d79ed795d790d799d79d-d79ed7.html,2022-12-22,קודם לקחו את ההומואים: מכתב פתוח לסטודנטים.יות בטכניון - שיחה מקומית,,,,
https://www.mekomit.co.il/בתמונות-ביקור-במחנות-פליטים-על-גבול-סו/,LocalCall,NOT AVAILABLE,www_mekomit_co_il_d791d7aad79ed795d7a0d795d7aa-d791d799d7a7d795d7a8-d791d79ed797d7a0d795d7aa-d7a4d79.html,2014-12-22,הבריחה מהעיר כובאני - פליטים על גבול סוריה טורקיה - שיחה מקומית,,,,
https://www.mekomit.co.il/stream/חקירות-צוק-איתן/,LocalCall,NOT AVAILABLE,www_mekomit_co_il_stream_d797d7a7d799d7a8d795d7aa-d7a6d795d7a7-d790d799d7aad79f_.html,2015-9-24,חקירות צוק איתן: כך הצבא חותר לגילוי האמת - שיחה מקומית,,,,
https://www.mekomit.co.il/השמאל-צריך-להחליט-אם-להיות-זנב-של-הימין/,LocalCall,ודיע עואודה,www_mekomit_co_il_d794d7a9d79ed790d79c-d7a6d7a8d799d79a-d79cd794d797d79cd799d798-d790d79d-d79cd794d7.html,2019-10-24,"השמאל צריך להחליט אם להיות זנב של הימין או ללכת עם הערבים"" - שיחה מקומית",,,,
https://www.mekomit.co.il/להפריך-את-השקר-הציוני-יהודי-המזרח-יובא/,LocalCall,אלי אמינוב,www_mekomit_co_il_d79cd794d7a4d7a8d799d79a-d790d7aa-d794d7a9d7a7d7a8-d794d7a6d799d795d7a0d799-d799d7.html,2017-8-27,להפריך את השקר הציוני: יהודי המזרח יובאו במטרה להחליף את הפועל הערבי - שיחה מקומית,,,,
https://www.mekomit.co.il/בין-פוליטיקת-זהויות-לפופוליטיקת-זהוי/,LocalCall,אורלי נוי,www_mekomit_co_il_d791d799d79f-d7a4d795d79cd799d798d799d7a7d7aa-d796d794d795d799d795d7aa-d79cd7a4d79.html,2022-7-25,בין פוליטיקת זהויות לפופוליטיקת זהויות - שיחה מקומית,,,,
https://www.mekomit.co.il/המוראביטאת-בירושלים/,LocalCall,סמאח סלאימה,www_mekomit_co_il_d794d79ed795d7a8d790d791d799d798d790d7aa-d791d799d7a8d795d7a9d79cd799d79d_.html,2015-9-18,למה אני בעד המוראביטאת - שיחה מקומית,,,,
https://www.mekomit.co.il/מחאת-המטריות-למנוע-מהונג-קונג-להפוך-ל/,LocalCall,אמנון לוטן,www_mekomit_co_il_d79ed797d790d7aa-d794d79ed798d7a8d799d795d7aa-d79cd79ed7a0d795d7a2-d79ed794d795d7a.html,2014-10-18,"מחאת המטריות: ""למנוע מהונג קונג להפוך לעוד עיר סינית"" - שיחה מקומית",,,,
https://www.mekomit.co.il/הנשים-בטורעאן-ירדו-לרחובות-די-לאלימות/,LocalCall,סמאח סלאימה,www_mekomit_co_il_d794d7a0d7a9d799d79d-d791d798d795d7a8d7a2d790d79f-d799d7a8d793d795-d79cd7a8d797d79.html,2018-10-21,הנשים בטורעאן ירדו לרחובות: די לאלימות בבחירות - שיחה מקומית,,,,
https://www.mekomit.co.il/צלם-שיחה-מקומית-אורן-זיו-זכה-בתחרות-עד/,LocalCall,NOT AVAILABLE,www_mekomit_co_il_d7a6d79cd79d-d7a9d799d797d794-d79ed7a7d795d79ed799d7aa-d790d795d7a8d79f-d796d799d7.html,2022-12-21,"צלם ""שיחה מקומית"" אורן זיו זכה בתחרות עדות מקומית - שיחה מקומית",,,,
https://www.mekomit.co.il/המצוד-אחר-פועלים-מהשטחים-עוברים-בין-ה/,LocalCall,יובל אברהם,www_mekomit_co_il_d794d79ed7a6d795d793-d790d797d7a8-d7a4d795d7a2d79cd799d79d-d79ed794d7a9d798d797d79.html,2022-3-30,"המצוד אחר פועלים מהשטחים: ""עוברים בין המכוניות ומחפשים ערבים"" - שיחה מקומית",,,,
https://www.mekomit.co.il/לשחרר-יוצאי-אתיופיה-ממשרד-הקליטה/,LocalCall,דני בלר,www_mekomit_co_il_d79cd7a9d797d7a8d7a8-d799d795d7a6d790d799-d790d7aad799d795d7a4d799d794-d79ed79ed7a.html,2014-6-12,"להוציא את הטיפול בעדה האתיופית מידי משרד הקליטה"" - שיחה מקומית",,,,
https://www.mekomit.co.il/כשאתם-חגגתם-עצמאות-אנחנו-צעדנו-על-חורב/,LocalCall,סמאח סלאימה,www_mekomit_co_il_d79bd7a9d790d7aad79d-d797d792d792d7aad79d-d7a2d7a6d79ed790d795d7aa-d790d7a0d797d7a.html,2023-4-27,"כשאתם חגגתם עצמאות, אנחנו צעדנו על חורבות ההיסטוריה שלנו - שיחה מקומית",,,,
https://www.mekomit.co.il/למזלי-המגבלה-שלי-נראית-לעין-אחרת-גם-חיי/,LocalCall,נתנאל יהודה,www_mekomit_co_il_d79cd79ed796d79cd799-d794d79ed792d791d79cd794-d7a9d79cd799-d7a0d7a8d790d799d7aa-d7.html,2020-6-1,"למזלי המגבלה שלי נראית לעין, אחרת גם חיי היו בסכנה - שיחה מקומית",,,,
https://www.mekomit.co.il/מכירת-ספרים-היא-האור-היא-לא-פשע-בשום-דר/,LocalCall,אורן זיו,www_mekomit_co_il_d79ed79bd799d7a8d7aa-d7a1d7a4d7a8d799d79d-d794d799d790-d794d790d795d7a8-d794d799d7.html,2025-2-13,"מכירת ספרים היא האור, היא לא פשע בשום דרך וצורה"" - שיחה מקומית",,,,
https://www.mekomit.co.il/תפסיקו-לבקש-מאיתנו-לגנות-אלימות-זו-דרי/,LocalCall,איאת אבו שמיס,www_mekomit_co_il_d7aad7a4d7a1d799d7a7d795-d79cd791d7a7d7a9-d79ed790d799d7aad7a0d795-d79cd792d7a0d79.html,2021-5-18,תפסיקו לבקש מאתנו לגנות אלימות. זו דרישה חצופה - שיחה מקומית,,,,
