corpus_name,canonical_author_id,name_script,source,confidence,status
Ran Greenstein,ran_greenstein,EN,spreadsheet_exact,1.0,accepted
Raz Segal,raz_segal,EN,spreadsheet_exact,1.0,accepted
Rebecca Arian,rebecca_arian,EN,spreadsheet_exact,1.0,accepted
Rebecca de Vries,rebecca_de_vries,EN,spreadsheet_exact,1.0,accepted
Rechavia Berman,rechavia_berman,EN,spreadsheet_exact,1.0,accepted
Rechavia “Rick” Berman,rechavia_rick_berman,EN,spreadsheet_exact,1.0,accepted
Reem Amer,reem_amer,EN,spreadsheet_exact,1.0,accepted
Rela Mazali,rela_mazali,EN,spreadsheet_exact,1.0,accepted
Renad Uri,renad_uri,EN,spreadsheet_exact,1.0,accepted
Reut Mor,reut_mor,EN,spreadsheet_exact,1.0,accepted
Riad Kabaha,riad_kabaha,EN,spreadsheet_exact,1.0,accepted
Riccardo Carraro,riccardo_carraro,EN,spreadsheet_exact,1.0,accepted
Rida Abu Rass,rida_abu_rass,EN,spreadsheet_exact,1.0,accepted
Riman Barakat,riman_barakat,EN,spreadsheet_exact,1.0,accepted
Rob Abrams,rob_abrams,EN,spreadsheet_exact,1.0,accepted
Robert Cherry,robert_cherry,EN,spreadsheet_exact,1.0,accepted
Robert Swift,robert_swift,EN,spreadsheet_exact,1.0,accepted
Roee Ruttenberg,roee_ruttenberg,EN,spreadsheet_exact,1.0,accepted
Roger Hill,roger_hill,EN,spreadsheet_exact,1.0,accepted
Roi Bachmutsky,roi_bachmutsky,EN,spreadsheet_exact,1.0,accepted
Roi Maor,roi_maor,EN,spreadsheet_exact,1.0,accepted
Romana Michelon,romana_michelon,EN,spreadsheet_exact,1.0,accepted
Ron Cahlili,ron_cahlili,EN,spreadsheet_exact,1.0,accepted
Ron Dudai,ron_dudai,EN,spreadsheet_exact,1.0,accepted
Ron Gerlitz,ron_gerlitz,EN,spreadsheet_exact,1.0,accepted
Rona Moran,rona_moran,EN,spreadsheet_exact,1.0,accepted
Ronen Sabag,ronen_sabag,EN,spreadsheet_exact,1.0,accepted
Roni Dorot,roni_dorot,EN,spreadsheet_exact,1.0,accepted
Roni Masel,roni_masel,EN,spreadsheet_exact,1.0,accepted
Roni Schocken,roni_schocken,EN,spreadsheet_exact,1.0,accepted
Ronit Marzan,ronit_marzan,EN,spreadsheet_exact,1.0,accepted
Roy Cohen,roy_cohen,EN,spreadsheet_exact,1.0,accepted
Roy Wagner,roy_wagner,EN,spreadsheet_exact,1.0,accepted
Ruchama Marton,ruchama_marton,EN,spreadsheet_exact,1.0,accepted
Ruth Hiller,ruth_hiller,EN,spreadsheet_exact,1.0,accepted
Ruth L. Hiller,ruth_l_hiller,EN,spreadsheet_exact,1.0,accepted
Ruth Reznik,ruth_reznik,EN,spreadsheet_exact,1.0,accepted
Ruth Stern,ruth_stern,EN,spreadsheet_exact,1.0,accepted
Ruwaida Amer,ruwaida_amer,EN,spreadsheet_exact,1.0,accepted
Ryan Rodrick Beiler,ryan_rodrick_beiler,EN,spreadsheet_exact,1.0,accepted
Ryan Wentz,ryan_wentz,EN,spreadsheet_exact,1.0,accepted
Saad al-Avdal,saad_al_avdal,EN,spreadsheet_exact,1.0,accepted
Saar Yachin,saar_yachin,EN,spreadsheet_exact,1.0,accepted
Sahar Vardi,sahar_vardi,EN,spreadsheet_exact,1.0,accepted
Said Zeedani,said_zeedani,EN,spreadsheet_exact,1.0,accepted
Salah Mohsen,salah_mohsen,EN,spreadsheet_exact,1.0,accepted
Salam Fayyad,salam_fayyad,EN,spreadsheet_exact,1.0,accepted
Salsabeel H. Hamdan,salsabeel_h_hamdan,EN,spreadsheet_exact,1.0,accepted
Salwa Duaibis,salwa_duaibis,EN,spreadsheet_exact,1.0,accepted
Sam Bahour,sam_bahour,EN,spreadsheet_exact,1.0,accepted
Sam Freed,sam_freed,EN,spreadsheet_exact,1.0,accepted
Sam Stein,sam_stein,EN,spreadsheet_exact,1.0,accepted
Samah Salaime,samah_salaime,EN,spreadsheet_exact,1.0,accepted
Samah Salaime Egbariya,samah_salaime_egbariya,EN,spreadsheet_exact,1.0,accepted
Samah Watad,samah_watad,EN,spreadsheet_exact,1.0,accepted
Samar Hazboun,samar_hazboun,EN,spreadsheet_exact,1.0,accepted
Samer Badawi,samer_badawi,EN,spreadsheet_exact,1.0,accepted
Sami Awad,sami_awad,EN,spreadsheet_exact,1.0,accepted
Sami Huraini,sami_huraini,EN,spreadsheet_exact,1.0,accepted
Samuel Molnar,samuel_molnar,EN,spreadsheet_exact,1.0,accepted
Santiago Montag,santiago_montag,EN,spreadsheet_exact,1.0,accepted
Sapir Sluzker-Amran,sapir_sluzker_amran,EN,spreadsheet_exact,1.0,accepted
Sarah Anne Minkin,sarah_anne_minkin,EN,spreadsheet_exact,1.0,accepted
Sarah Stern,sarah_stern,EN,spreadsheet_exact,1.0,accepted
Sari Bashi,sari_bashi,EN,spreadsheet_exact,1.0,accepted
Sarit Michaeli,sarit_michaeli,EN,spreadsheet_exact,1.0,accepted
Sasha Belenkiy,sasha_belenkiy,EN,spreadsheet_exact,1.0,accepted
Saudamini Jain,saudamini_jain,EN,spreadsheet_exact,1.0,accepted
Sawsan Zaher,sawsan_zaher,EN,spreadsheet_exact,1.0,accepted
Scott Brown,scott_brown,EN,spreadsheet_exact,1.0,accepted
Sean Lee,sean_lee,EN,spreadsheet_exact,1.0,accepted
Sean O’Neill,sean_o_neill,EN,spreadsheet_exact,1.0,accepted
Sebastian Ben Daniel (John Brown),sebastian_ben_daniel_john_brown,EN,spreadsheet_exact,1.0,accepted
Seraj Assi,seraj_assi,EN,spreadsheet_exact,1.0,accepted
Seren Khateb Shahbari,seren_khateb_shahbari,EN,spreadsheet_exact,1.0,accepted
Sergio Storch,sergio_storch,EN,spreadsheet_exact,1.0,accepted
Seth Morrison,seth_morrison,EN,spreadsheet_exact,1.0,accepted
Shachar Pinsker,shachar_pinsker,EN,spreadsheet_exact,1.0,accepted
Shadan Jabareen,shadan_jabareen,EN,spreadsheet_exact,1.0,accepted
Shadi P.,shadi_p,EN,spreadsheet_exact,1.0,accepted
Shahrazad Odeh,shahrazad_odeh,EN,spreadsheet_exact,1.0,accepted
Shai Eluk,shai_eluk,EN,spreadsheet_exact,1.0,accepted
Shalom Boguslavsky,shalom_boguslavsky,EN,spreadsheet_exact,1.0,accepted
Sharon Dolev,sharon_dolev,EN,spreadsheet_exact,1.0,accepted
Sharon Livne,sharon_livne,EN,spreadsheet_exact,1.0,accepted
Sharona Weiss,sharona_weiss,EN,spreadsheet_exact,1.0,accepted
Shatha Yaish,shatha_yaish,EN,spreadsheet_exact,1.0,accepted
Shaul Magid,shaul_magid,EN,spreadsheet_exact,1.0,accepted
Shay Davidovich,shay_davidovich,EN,spreadsheet_exact,1.0,accepted
Shemuel Meir,shemuel_meir,EN,spreadsheet_exact,1.0,accepted
Shimrit Lee,shimrit_lee,EN,spreadsheet_exact,1.0,accepted
Shir Harel,shir_harel,EN,spreadsheet_exact,1.0,accepted
Shir Hever,shir_hever,EN,spreadsheet_exact,1.0,accepted
Shira Pruce,shira_pruce,EN,spreadsheet_exact,1.0,accepted
Shira Scheindlin,shira_scheindlin,EN,spreadsheet_exact,1.0,accepted
Shira Yudkin Tiffany,shira_yudkin_tiffany,EN,spreadsheet_exact,1.0,accepted
Shiraz Grinbaum,shiraz_grinbaum,EN,spreadsheet_exact,1.0,accepted
Shirley Racah,shirley_racah,EN,spreadsheet_exact,1.0,accepted
Shlomo Swirski,shlomo_swirski,EN,spreadsheet_exact,1.0,accepted
Shmuel Lederman,shmuel_lederman,EN,spreadsheet_exact,1.0,accepted
Shoshana Gabay,shoshana_gabay,EN,spreadsheet_exact,1.0,accepted
Shoshana London Sappir,shoshana_london_sappir,EN,spreadsheet_exact,1.0,accepted
Shoshana Madmoni-Gerber,shoshana_madmoni_gerber,EN,spreadsheet_exact,1.0,accepted
Shoug Al Adara,shoug_al_adara,EN,spreadsheet_exact,1.0,accepted
Shuki Tausig,shuki_tausig,EN,spreadsheet_exact,1.0,accepted
Sigal Avivi,sigal_avivi,EN,spreadsheet_exact,1.0,accepted
Sigal Rozen,sigal_rozen,EN,spreadsheet_exact,1.0,accepted
Simone Zimerman,simone_zimerman,EN,spreadsheet_exact,1.0,accepted
Simone Zimmerman,simone_zimmerman,EN,spreadsheet_exact,1.0,accepted
Sinai Peter,sinai_peter,EN,spreadsheet_exact,1.0,accepted
Sivan Tahel,sivan_tahel,EN,spreadsheet_exact,1.0,accepted
Sleman Altehe,sleman_altehe,EN,spreadsheet_exact,1.0,accepted
Smadar Ben-Natan,smadar_ben_natan,EN,spreadsheet_exact,1.0,accepted
Sol Salbe,sol_salbe,EN,spreadsheet_exact,1.0,accepted
Soleiman Moustafa,soleiman_moustafa,EN,spreadsheet_exact,1.0,accepted
Somow Younis,somow_younis,EN,spreadsheet_exact,1.0,accepted
Sophia Goodfriend,sophia_goodfriend,EN,spreadsheet_exact,1.0,accepted
Stephanie Skora,stephanie_skora,EN,spreadsheet_exact,1.0,accepted
Stephanie Westbrook,stephanie_westbrook,EN,spreadsheet_exact,1.0,accepted
Steven A. Cook,steven_a_cook,EN,spreadsheet_exact,1.0,accepted
Steven Davidson,steven_davidson,EN,spreadsheet_exact,1.0,accepted
Suha Arraf,suha_arraf,EN,spreadsheet_exact,1.0,accepted
Suleiman Maswadeh,suleiman_maswadeh,EN,spreadsheet_exact,1.0,accepted
Susan Muaddi Darraj,susan_muaddi_darraj,EN,spreadsheet_exact,1.0,accepted
Susie Becher,susie_becher,EN,spreadsheet_exact,1.0,accepted
Taghreed Ali,taghreed_ali,EN,spreadsheet_exact,1.0,accepted
Tal Matalon,tal_matalon,EN,spreadsheet_exact,1.0,accepted
Tal Schneider,tal_schneider,EN,spreadsheet_exact,1.0,accepted
Talal Alyan,talal_alyan,EN,spreadsheet_exact,1.0,accepted
Talal Jabari,talal_jabari,EN,spreadsheet_exact,1.0,accepted
Tali Mayer,tali_mayer,EN,spreadsheet_exact,1.0,accepted
Tali Nir,tali_nir,EN,spreadsheet_exact,1.0,accepted
Talia Baurer,talia_baurer,EN,spreadsheet_exact,1.0,accepted
Talia Krevsky,talia_krevsky,EN,spreadsheet_exact,1.0,accepted
Talya Ezrahi,talya_ezrahi,EN,spreadsheet_exact,1.0,accepted
Tamara Masri,tamara_masri,EN,spreadsheet_exact,1.0,accepted
Tamer Nafar,tamer_nafar,EN,spreadsheet_exact,1.0,accepted
Tania Hary,tania_hary,EN,spreadsheet_exact,1.0,accepted
Tanya Rubinstein,tanya_rubinstein,EN,spreadsheet_exact,1.0,accepted
Tareq Baconi,tareq_baconi,EN,spreadsheet_exact,1.0,accepted
Tariq Hathaleen,tariq_hathaleen,EN,spreadsheet_exact,1.0,accepted
Tariq Kenney-Shawa,tariq_kenney_shawa,EN,spreadsheet_exact,1.0,accepted
Tawfiq Da'adli,tawfiq_da_adli,EN,spreadsheet_exact,1.0,accepted
Thair Abu-Rass,thair_abu_rass,EN,spreadsheet_exact,1.0,accepted
Thawra Abukhdeir,thawra_abukhdeir,EN,spreadsheet_exact,1.0,accepted
Theodora Oikonomides,theodora_oikonomides,EN,spreadsheet_exact,1.0,accepted
Thom,thom,EN,spreadsheet_exact,1.0,accepted
Thomas G. Mitchell,thomas_g_mitchell,EN,spreadsheet_exact,1.0,accepted
Thomas Mitchell,thomas_mitchell,EN,spreadsheet_exact,1.0,accepted
Thomas W. Lippman,thomas_w_lippman,EN,spreadsheet_exact,1.0,accepted
Timna Axel,timna_axel,EN,spreadsheet_exact,1.0,accepted
Toby Cohen,toby_cohen,EN,spreadsheet_exact,1.0,accepted
Todd Gitlin,todd_gitlin,EN,spreadsheet_exact,1.0,accepted
Tom Mehager,tom_mehager,EN,spreadsheet_exact,1.0,accepted
Tom Pessah,tom_pessah,EN,spreadsheet_exact,1.0,accepted
Tomer Persico,tomer_persico,EN,spreadsheet_exact,1.0,accepted
Tomer Zeigerman,tomer_zeigerman,EN,spreadsheet_exact,1.0,accepted
Towibah Mjdoob,towibah_mjdoob,EN,spreadsheet_exact,1.0,accepted
Trita Parsi,trita_parsi,EN,spreadsheet_exact,1.0,accepted
Udi Aloni,udi_aloni,EN,spreadsheet_exact,1.0,accepted
Uri Agnon,uri_agnon,EN,spreadsheet_exact,1.0,accepted
Uri Horesh,uri_horesh,EN,spreadsheet_exact,1.0,accepted
Uri Weltmann,uri_weltmann,EN,spreadsheet_exact,1.0,accepted
Uzzi Ornan,uzzi_ornan,EN,spreadsheet_exact,1.0,accepted
Varda Bachrach,varda_bachrach,EN,spreadsheet_exact,1.0,accepted
Vera Krichevskaya,vera_krichevskaya,EN,spreadsheet_exact,1.0,accepted
Vera Reider,vera_reider,EN,spreadsheet_exact,1.0,accepted
Vera Sajrawi,vera_sajrawi,EN,spreadsheet_exact,1.0,accepted
Vicky Hosker,vicky_hosker,EN,spreadsheet_exact,1.0,accepted
Video by Forensic Architecture,video_by_forensic_architecture,EN,spreadsheet_exact,1.0,accepted
Wahaj Bani Moufleh,wahaj_bani_moufleh,EN,spreadsheet_exact,1.0,accepted
Walid Abuzaid,walid_abuzaid,EN,spreadsheet_exact,1.0,accepted
Will Alden,will_alden,EN,spreadsheet_exact,1.0,accepted
Willem Aldershoff,willem_aldershoff,EN,spreadsheet_exact,1.0,accepted
Yaara Benger Alaluf,yaara_benger_alaluf,EN,spreadsheet_exact,1.0,accepted
Yacov Ben Efrat,yacov_ben_efrat,EN,spreadsheet_exact,1.0,accepted
Yael Arava,yael_arava,EN,spreadsheet_exact,1.0,accepted
Yael Berda,yael_berda,EN,spreadsheet_exact,1.0,accepted
Yael Lavie,yael_lavie,EN,spreadsheet_exact,1.0,accepted
Yael Maron,yael_maron,EN,spreadsheet_exact,1.0,accepted
Yael Stein,yael_stein,EN,spreadsheet_exact,1.0,accepted
Yael/Yali Marom,yael_yali_marom,EN,spreadsheet_exact,1.0,accepted
Yahel Gazit,yahel_gazit,EN,spreadsheet_exact,1.0,accepted
Yakov M. Rabkin,yakov_m_rabkin,EN,spreadsheet_exact,1.0,accepted
Yakov Rabkin,yakov_rabkin,EN,spreadsheet_exact,1.0,accepted
Yali Marom,yali_marom,EN,spreadsheet_exact,1.0,accepted
Yaniv Eidelstein,yaniv_eidelstein,EN,spreadsheet_exact,1.0,accepted
Yaniv Sagee,yaniv_sagee,EN,spreadsheet_exact,1.0,accepted
Yariv Mohar,yariv_mohar,EN,spreadsheet_exact,1.0,accepted
Yaser Abu Areesha,yaser_abu_areesha,EN,spreadsheet_exact,1.0,accepted
Yasmeen Abu Fraiha,yasmeen_abu_fraiha,EN,spreadsheet_exact,1.0,accepted
Yasmeen Daher,yasmeen_daher,EN,spreadsheet_exact,1.0,accepted
Yasmeen Serhan,yasmeen_serhan,EN,spreadsheet_exact,1.0,accepted
Yazan Badran,yazan_badran,EN,spreadsheet_exact,1.0,accepted
Yaël Ronen,yaël_ronen,EN,spreadsheet_exact,1.0,accepted
Yehouda Shenhav-Shahrabani,yehouda_shenhav_shahrabani,EN,spreadsheet_exact,1.0,accepted
Yehuda Shaul,yehuda_shaul,EN,spreadsheet_exact,1.0,accepted
Yehudit Keshet,yehudit_keshet,EN,spreadsheet_exact,1.0,accepted
Yehudit Oppenheimer,yehudit_oppenheimer,EN,spreadsheet_exact,1.0,accepted
Yifat Solel,yifat_solel,EN,spreadsheet_exact,1.0,accepted
Yigal Mosko,yigal_mosko,EN,spreadsheet_exact,1.0,accepted
Yizhar Be’er,yizhar_be_er,EN,spreadsheet_exact,1.0,accepted
Yoav Haifawi,yoav_haifawi,EN,spreadsheet_exact,1.0,accepted
Yoav Kapshuk,yoav_kapshuk,EN,spreadsheet_exact,1.0,accepted
Yoav Shemer Kunz,yoav_shemer_kunz,EN,spreadsheet_exact,1.0,accepted
Yonatan Amir,yonatan_amir,EN,spreadsheet_exact,1.0,accepted
Yonatan Englender,yonatan_englender,EN,spreadsheet_exact,1.0,accepted
Yonatan Gher,yonatan_gher,EN,spreadsheet_exact,1.0,accepted
Yonatan Mendel,yonatan_mendel,EN,spreadsheet_exact,1.0,accepted
Yonatan Preminger,yonatan_preminger,EN,spreadsheet_exact,1.0,accepted
Yonathan Mizrachi,yonathan_mizrachi,EN,spreadsheet_exact,1.0,accepted
Yoni Bass,yoni_bass,EN,spreadsheet_exact,1.0,accepted
Yoni Eshpar,yoni_eshpar,EN,spreadsheet_exact,1.0,accepted
Yoni Mendel,yoni_mendel,EN,spreadsheet_exact,1.0,accepted
Yoram Kaniuk,yoram_kaniuk,EN,spreadsheet_exact,1.0,accepted
Yossef Rapoport,yossef_rapoport,EN,spreadsheet_exact,1.0,accepted
Yossi Bartal,yossi_bartal,EN,spreadsheet_exact,1.0,accepted
Yossi Gurvitz,yossi_gurvitz,EN,spreadsheet_exact,1.0,accepted
Yossi Sucary,yossi_sucary,EN,spreadsheet_exact,1.0,accepted
Yotam Ben-Hillel,yotam_ben_hillel,EN,spreadsheet_exact,1.0,accepted
Yotam Gidron,yotam_gidron,EN,spreadsheet_exact,1.0,accepted
Yotam Ronen,yotam_ronen,EN,spreadsheet_exact,1.0,accepted
Yousef Aljamal,yousef_aljamal,EN,spreadsheet_exact,1.0,accepted
Yousef Munayyer,yousef_munayyer,EN,spreadsheet_exact,1.0,accepted
Youssr Youssef,youssr_youssef,EN,spreadsheet_exact,1.0,accepted
Yudit Ilany,yudit_ilany,EN,spreadsheet_exact,1.0,accepted
Yudith Oppenheimer,yudith_oppenheimer,EN,spreadsheet_exact,1.0,accepted
Yuli Novak,yuli_novak,EN,spreadsheet_exact,1.0,accepted
Yuval Abraham,yuval_abraham,EN,spreadsheet_exact,1.0,accepted
Yuval Ben-Ami,yuval_ben_ami,EN,spreadsheet_exact,1.0,accepted
Yuval Halperin,yuval_halperin,EN,spreadsheet_exact,1.0,accepted
Yuval Orr,yuval_orr,EN,spreadsheet_exact,1.0,accepted
Zaha Hassan,zaha_hassan,EN,spreadsheet_exact,1.0,accepted
Zak Witus,zak_witus,EN,spreadsheet_exact,1.0,accepted
Zehava Galon,zehava_galon,EN,spreadsheet_exact,1.0,accepted
Zena Agha,zena_agha,EN,spreadsheet_exact,1.0,accepted
Zena Tahhan,zena_tahhan,EN,spreadsheet_exact,1.0,accepted
Ziv Stahl,ziv_stahl,EN,spreadsheet_exact,1.0,accepted
Zizo Abul Hawa,zizo_abul_hawa,EN,spreadsheet_exact,1.0,accepted
Zleikha Muhtaseb,zleikha_muhtaseb,EN,spreadsheet_exact,1.0,accepted
Zvi Benninga,zvi_benninga,EN,spreadsheet_exact,1.0,accepted
by Shalom Boguslavsky,by_shalom_boguslavsky,EN,spreadsheet_exact,1.0,accepted
nan,joseph_dana,HE,spreadsheet_exact,1.0,accepted
oferico,oferico,EN,spreadsheet_exact,1.0,accepted
Şeyda Emek,şeyda_emek,EN,spreadsheet_exact,1.0,accepted
אבי בלכרמן,avi_blecherman,HE,spreadsheet_exact,1.0,accepted
אבי דבוש,avi_dabush,HE,spreadsheet_exact,1.0,accepted
אביב טטרסקי,aviv_tatarsky,HE,spreadsheet_exact,1.0,accepted
אביחי סטולר,avihai_stollar,HE,spreadsheet_exact,1.0,accepted
אביטל בורג,avital_burg,HE,spreadsheet_exact,1.0,accepted
אבנר גבריהו,avner_gvaryahu,HE,spreadsheet_exact,1.0,accepted
אברהים מוחמד,ibrahim_mohammad,HE,spreadsheet_exact,1.0,accepted
אברהם גוטמן,abraham_gutman,HE,spreadsheet_exact,1.0,accepted
אדם קלר,adam_keller,HE,spreadsheet_exact,1.0,accepted
אורי גולדברג,ori_goldberg,HE,spreadsheet_exact,1.0,accepted
אורלי נוי,orly_noy,HE,spreadsheet_exact,1.0,accepted
אורן זיו,oren_ziv,HE,spreadsheet_exact,1.0,accepted
אורן קרול-זלדין,oren_kroll_zeldin,HE,spreadsheet_exact,1.0,accepted
אחמד אבו רתימה,ahmed_abu_artema,HE,spreadsheet_exact,1.0,accepted
אחמד אחמד,ahmed_ahmed,HE,spreadsheet_exact,1.0,accepted
אחמד אל-באז,ahmad_al_bazz,HE,spreadsheet_exact,1.0,accepted
אחמד מור,ahmed_moor,HE,spreadsheet_exact,1.0,accepted
אחמד ראפת,ahmad_rafat,HE,spreadsheet_exact,1.0,accepted
אחמד רפאת,ahmad_rafat,HE,fuzzy_he,0.889,accepted
איבתיסאם מהדי,ibtisam_mahdi,HE,spreadsheet_exact,1.0,accepted
איה זינאתי,aya_zinatey,HE,spreadsheet_exact,1.0,accepted
אייל קליין,eyal_clyne,HE,spreadsheet_exact,1.0,accepted
איל שגיב,eyal_sagiv,HE,spreadsheet_exact,1.0,accepted
אילן ברוך,ilan_baruch,HE,spreadsheet_exact,1.0,accepted
אילת מעוז,eilat_maoz,HE,spreadsheet_exact,1.0,accepted
אינה מיכאלי,inna_michaeli,HE,spreadsheet_exact,1.0,accepted
אישתון,eishton,HE,spreadsheet_exact,1.0,accepted
איתי מק,adv_itai_mack,HE,spreadsheet_exact,1.0,accepted
איתמר מן,itamar_mann,HE,spreadsheet_exact,1.0,accepted
איתמר שאלתיאל,itamar_sha_altiel,HE,spreadsheet_exact,1.0,accepted
איתן ברונשטיין אפריסיו,eitan_bronstein_aparicio,HE,spreadsheet_exact,1.0,accepted
אכרם נתשה,akram_natsheh,HE,spreadsheet_exact,1.0,accepted
אלבה נבולסי,alba_nabulsi,HE,spreadsheet_exact,1.0,accepted
אלון ארד,alon_arad,HE,spreadsheet_exact,1.0,accepted
אלון כהן ליפשיץ,alon_cohen_lifshitz,HE,spreadsheet_exact,1.0,accepted
אלון מזרחי,alon_mizrahi,HE,spreadsheet_exact,1.0,accepted
אלון-לי גרין,alon_lee_green,HE,spreadsheet_exact,1.0,accepted
אלחנן מילר,elhanan_miller,HE,spreadsheet_exact,1.0,accepted
אלי ביתאן,eli_bitan,HE,spreadsheet_exact,1.0,accepted
אלי פודה,prof_elie_podeh,HE,spreadsheet_exact,1.0,accepted
אלי שטרן,ellie_stern,HE,spreadsheet_exact,1.0,accepted
אלי שמואלי,eli_shmueli,HE,spreadsheet_exact,1.0,accepted
אליזבט צורקוב,elizabeth_tsurkov,HE,spreadsheet_exact,1.0,accepted
אליס אוסטין,alice_austin,HE,spreadsheet_exact,1.0,accepted
אלישה בסקין,elisha_baskin,HE,spreadsheet_exact,1.0,accepted
אלכס קיין,alex_kane,HE,spreadsheet_exact,1.0,accepted
אלכסנדר נבוקוב,alexandr_nabokov,HE,spreadsheet_exact,1.0,accepted
אלמה ביבלש,alma_biblash,HE,spreadsheet_exact,1.0,accepted
אלמוג בהר,almog_behar,HE,spreadsheet_exact,1.0,accepted
אם הילטון,emily_hilton,HE,spreadsheet_exact,1.0,accepted
אמג'ד יאגי,amjad_yaghi,HE,spreadsheet_exact,1.0,accepted
אמג'ד יאע'י,amjad_yaghi,HE,fuzzy_he,0.857,accepted
אמג'ד עיראקי,amjad_iraqi,HE,spreadsheet_exact,1.0,accepted
אמיר מח'ול,ameer_makhoul,HE,spreadsheet_exact,1.0,accepted
אמיר רותם,amir_rotem,HE,spreadsheet_exact,1.0,accepted
אמיתי בן-אבא,amitai_ben_abba,HE,spreadsheet_exact,1.0,accepted
אמנון ברונפלד שטיין,amnon_brownfield_stein,HE,spreadsheet_exact,1.0,accepted
אן אירפן,anne_irfan,HE,spreadsheet_exact,1.0,accepted
אן פאק,anne_paq,HE,fuzzy_he,0.909,accepted
אן פק,anne_paq,HE,spreadsheet_exact,1.0,accepted
אנג'לה גרובר,angela_gruber,HE,spreadsheet_exact,1.0,accepted
אנג׳י שו,angie_hsu,HE,spreadsheet_exact,1.0,accepted
אנואר בן באדיס*,anwar_ben_badis,HE,spreadsheet_exact,1.0,accepted
אסמא אגבארייה זחאלקה,asma_agbariyeh_zahalka,HE,spreadsheet_exact,1.0,accepted
אסף אדיב,assaf_adiv,HE,spreadsheet_exact,1.0,accepted
אסף אורון,assaf_oron,HE,spreadsheet_exact,1.0,accepted
אסף מרציאנו,asaf_marziano,HE,spreadsheet_exact,1.0,accepted
אסף שלו,asaf_shalev,HE,spreadsheet_exact,1.0,accepted
ארון קלר,aron_keller,HE,spreadsheet_exact,1.0,accepted
ארי רמז,ari_remez,HE,spreadsheet_exact,1.0,accepted
ארש עזיזי,arash_azizi,HE,spreadsheet_exact,1.0,accepted
אשר קאופמן,asher_kaufman,HE,spreadsheet_exact,1.0,accepted
באסל יאזורי,basel_yazouri,HE,spreadsheet_exact,1.0,accepted
באסל עדרה,basel_adra,HE,spreadsheet_exact,1.0,accepted
בדיע דוויק,badia_dweik,HE,spreadsheet_exact,1.0,accepted
בכר זועבי,baker_zoubi,HE,spreadsheet_exact,1.0,accepted
בן לורבר,ben_lorber,HE,spreadsheet_exact,1.0,accepted
בן רייף,ben_reiff,HE,spreadsheet_exact,1.0,accepted
בסאם אלמוהור,bassam_almohor,HE,spreadsheet_exact,1.0,accepted
בר גיסין,bar_gissin,HE,spreadsheet_exact,1.0,accepted
ג'ודית סודילובסקי,judith_sudilovsky,HE,spreadsheet_exact,1.0,accepted
ג'ונתן אדלר,jonathan_adler,HE,spreadsheet_exact,1.0,accepted
ג'ורג'יה ג'י,georgia_gee,HE,spreadsheet_exact,1.0,accepted
ג'יהאד אבו סלים,jehad_abusalim,HE,spreadsheet_exact,1.0,accepted
ג'ים לוב,jim_lobe,HE,spreadsheet_exact,1.0,accepted
ג'ן מרלו,jen_marlowe,HE,spreadsheet_exact,1.0,accepted
ג'רארד הורטון,gerard_horton,HE,spreadsheet_exact,1.0,accepted
גבי גולדמן,gaby_goldman,HE,spreadsheet_exact,1.0,accepted
גדי אלגזי,gadi_algazi,HE,spreadsheet_exact,1.0,accepted
גיא אלוני,guy_aloni,HE,spreadsheet_exact,1.0,accepted
גיא הירשפלד,guy_hircefeld,HE,spreadsheet_exact,1.0,accepted
גיל גרטל,gil_gertel,HE,spreadsheet_exact,1.0,accepted
גיל חיזי,gil_hizi,HE,spreadsheet_exact,1.0,accepted
גלעד הלפרן,gilad_halpern,HE,spreadsheet_exact,1.0,accepted
גרשון בסקין,gershon_baskin,HE,spreadsheet_exact,1.0,accepted
דבורה לטר,deborah_leter,HE,spreadsheet_exact,1.0,accepted
דוד זונשיין,david_zonsheine,HE,spreadsheet_exact,1.0,accepted
דועאא אלבאז,doaa_albaz,HE,spreadsheet_exact,1.0,accepted
דורית נעמן,dorit_naaman,HE,spreadsheet_exact,1.0,accepted
דיוויד שין,david_sheen,HE,spreadsheet_exact,1.0,accepted
דימי ריידר,dimi_reider,HE,spreadsheet_exact,1.0,accepted
דין יששכרוף,dean_issacharoff,HE,spreadsheet_exact,1.0,accepted
דלאל עריקאת,dalal_erakat,HE,spreadsheet_exact,1.0,accepted
דליה שיינדלין,dahlia_scheindlin,HE,spreadsheet_exact,1.0,accepted
דנה גולן,dana_golan,HE,spreadsheet_exact,1.0,accepted
דנה מילס,dana_mills,HE,spreadsheet_exact,1.0,accepted
דני אורבך,danny_orbach,HE,spreadsheet_exact,1.0,accepted
דני בלר,daniel_beller,HE,spreadsheet_exact,1.0,accepted
דניאל בר-טל,daniel_bar_tal,HE,spreadsheet_exact,1.0,accepted
דניאל דור,daniel_dor,HE,spreadsheet_exact,1.0,accepted
דניאל לוי,daniel_levy,HE,spreadsheet_exact,1.0,accepted
דניאלה טולצ'ינסקי,daniela_tolchinsky,HE,spreadsheet_exact,1.0,accepted
דקלה טיילור-שיינמן,dikla_taylor_sheinman,HE,spreadsheet_exact,1.0,accepted
דרור אטקס,dror_etkes,HE,spreadsheet_exact,1.0,accepted
דרור שדות,dror_sadot,HE,spreadsheet_exact,1.0,accepted
האדי ראמי,hadi_rami,HE,spreadsheet_exact,1.0,accepted
