corpus_name,canonical_author_id,name_script,source,confidence,status
Hila Benyovits-Hoffman,hila_benyovits_hoffman,EN,spreadsheet_exact,1.0,accepted
Hillel Bardin,hillel_bardin,EN,spreadsheet_exact,1.0,accepted
Hillel Garmi,hillel_garmi,EN,spreadsheet_exact,1.0,accepted
Hind Al Ansari,hind_al_ansari,EN,spreadsheet_exact,1.0,accepted
Hind Khoudary,hind_khoudary,EN,spreadsheet_exact,1.0,accepted
Hisham Abu Ali,hisham_abu_ali,EN,spreadsheet_exact,1.0,accepted
Huda Abu Obeid,huda_abu_obeid,EN,spreadsheet_exact,1.0,accepted
Hugh Lovatt,hugh_lovatt,EN,spreadsheet_exact,1.0,accepted
Hussam Abed,hussam_abed,EN,spreadsheet_exact,1.0,accepted
Hussein Samih,hussein_samih,EN,spreadsheet_exact,1.0,accepted
Ibrahim Mohammad,ibrahim_mohammad,EN,spreadsheet_exact,1.0,accepted
Ibtisam Mahdi,ibtisam_mahdi,EN,spreadsheet_exact,1.0,accepted
Idan Barir,idan_barir,EN,spreadsheet_exact,1.0,accepted
Idan Gazit,idan_gazit,EN,spreadsheet_exact,1.0,accepted
Idan Itzhaky,idan_itzhaky,EN,spreadsheet_exact,1.0,accepted
Idan Landau,idan_landau,EN,spreadsheet_exact,1.0,accepted
Iddo Naiss,iddo_naiss,EN,spreadsheet_exact,1.0,accepted
Ido Even Paz,ido_even_paz,EN,spreadsheet_exact,1.0,accepted
Ido Liven,ido_liven,EN,spreadsheet_exact,1.0,accepted
Ido Nice,ido_nice,EN,spreadsheet_exact,1.0,accepted
Ilan Baruch,ilan_baruch,EN,spreadsheet_exact,1.0,accepted
Ilan Manor,ilan_manor,EN,spreadsheet_exact,1.0,accepted
Ilhan Tanir,ilhan_tanir,EN,spreadsheet_exact,1.0,accepted
Ilker Hepkaner,ilker_hepkaner,EN,spreadsheet_exact,1.0,accepted
Illy Pe’ery,illy_pe_ery,EN,spreadsheet_exact,1.0,accepted
Imad Sabi,imad_sabi,EN,spreadsheet_exact,1.0,accepted
Inbal Ben Yehuda,inbal_ben_yehuda,EN,spreadsheet_exact,1.0,accepted
Inbal Sinai,inbal_sinai,EN,spreadsheet_exact,1.0,accepted
Inbar Shaked Vardi,inbar_shaked_vardi,EN,spreadsheet_exact,1.0,accepted
Inna Michaeli,inna_michaeli,EN,spreadsheet_exact,1.0,accepted
Irene Nasser,irene_nasser,EN,spreadsheet_exact,1.0,accepted
Iris Hefets,iris_hefets,EN,spreadsheet_exact,1.0,accepted
Isaac Johnston,isaac_johnston,EN,spreadsheet_exact,1.0,accepted
Isaac Kates Rose,isaac_kates_rose,EN,spreadsheet_exact,1.0,accepted
Isayas Teklebrhan,isayas_teklebrhan,EN,spreadsheet_exact,1.0,accepted
Issa Boursheh,issa_boursheh,EN,spreadsheet_exact,1.0,accepted
Issa Edward Boursheh,issa_edward_boursheh,EN,spreadsheet_exact,1.0,accepted
Itamar Benzaquen,itamar_benzaquen,EN,spreadsheet_exact,1.0,accepted
Itamar Haritan,itamar_haritan,EN,spreadsheet_exact,1.0,accepted
Itamar Mann,itamar_mann,EN,spreadsheet_exact,1.0,accepted
Itamar Sha’altiel,itamar_sha_altiel,EN,spreadsheet_exact,1.0,accepted
Itay Ben Eliezer,itay_ben_eliezer,EN,spreadsheet_exact,1.0,accepted
Jaap Hamburger,jaap_hamburger,EN,spreadsheet_exact,1.0,accepted
Jaclynn Ashly,jaclynn_ashly,EN,spreadsheet_exact,1.0,accepted
Jacob Udell,jacob_udell,EN,spreadsheet_exact,1.0,accepted
Jake Cohen,jake_cohen,EN,spreadsheet_exact,1.0,accepted
Jake Meth,jake_meth,EN,spreadsheet_exact,1.0,accepted
Jakub Zahora,jakub_zahora,EN,spreadsheet_exact,1.0,accepted
Jalal Abukhater,jalal_abukhater,EN,spreadsheet_exact,1.0,accepted
Jalal Nali,jalal_nali,EN,spreadsheet_exact,1.0,accepted
James J. Zogby,james_j_zogby,EN,spreadsheet_exact,1.0,accepted
James Zogby,james_zogby,EN,spreadsheet_exact,1.0,accepted
James-Michael Smith,james_michael_smith,EN,spreadsheet_exact,1.0,accepted
Jamie Levin,jamie_levin,EN,spreadsheet_exact,1.0,accepted
Jamil Dakwar,jamil_dakwar,EN,spreadsheet_exact,1.0,accepted
Janan Abdu,janan_abdu,EN,spreadsheet_exact,1.0,accepted
Je Naé Taylor,je_naé_taylor,EN,spreadsheet_exact,1.0,accepted
Jeff Halper,jeff_halper,EN,spreadsheet_exact,1.0,accepted
Jehad Abusalim,jehad_abusalim,EN,spreadsheet_exact,1.0,accepted
Jen Marlowe,jen_marlowe,EN,spreadsheet_exact,1.0,accepted
Jenn Pollan,jenn_pollan,EN,spreadsheet_exact,1.0,accepted
Jennifer Bing,jennifer_bing,EN,spreadsheet_exact,1.0,accepted
Jenny Nyman,jenny_nyman,EN,spreadsheet_exact,1.0,accepted
Jeremiah Haber,jeremiah_haber,EN,spreadsheet_exact,1.0,accepted
Jeremy Elster,jeremy_elster,EN,spreadsheet_exact,1.0,accepted
Jerome M. Segal,jerome_m_segal,EN,spreadsheet_exact,1.0,accepted
Jerry Haber,jeremiah_haber,EN,spreadsheet_exact,1.0,accepted
Jesse Fox,jesse_fox,EN,spreadsheet_exact,1.0,accepted
Jesse Rosenfeld,jesse_rosenfeld,EN,spreadsheet_exact,1.0,accepted
Jessica Buxbaum,jessica_buxbaum,EN,spreadsheet_exact,1.0,accepted
Jessica Devaney,jessica_devaney,EN,spreadsheet_exact,1.0,accepted
Jessica Weiss,jessica_weiss,EN,spreadsheet_exact,1.0,accepted
Jim Lobe,jim_lobe,EN,spreadsheet_exact,1.0,accepted
Joel Braunold,joel_braunold,EN,spreadsheet_exact,1.0,accepted
Joel Silberman,joel_silberman,EN,spreadsheet_exact,1.0,accepted
John Jackson,john_jackson,EN,spreadsheet_exact,1.0,accepted
Jonathan Adler,jonathan_adler,EN,spreadsheet_exact,1.0,accepted
Jonathan J. Klinger,jonathan_j_klinger,EN,spreadsheet_exact,1.0,accepted
Jonathan Klinger,jonathan_klinger,EN,spreadsheet_exact,1.0,accepted
Joseph Dana,joseph_dana,EN,spreadsheet_exact,1.0,accepted
Joseph Monyde Malieny,joseph_monyde_malieny,EN,spreadsheet_exact,1.0,accepted
Joshua B. Michaels,joshua_b_michaels,EN,spreadsheet_exact,1.0,accepted
Joshua Leifer,joshua_leifer,EN,spreadsheet_exact,1.0,accepted
Josie Felt,josie_felt,EN,spreadsheet_exact,1.0,accepted
Judith Sudilovsky,judith_sudilovsky,EN,spreadsheet_exact,1.0,accepted
Julian Epp,julian_epp,EN,spreadsheet_exact,1.0,accepted
Julie Land,julie_land,EN,spreadsheet_exact,1.0,accepted
Julie M. Norman,julie_m_norman,EN,spreadsheet_exact,1.0,accepted
Juliette Touma,juliette_touma,EN,spreadsheet_exact,1.0,accepted
Kaid Abu Latif,kaid_abu_latif,EN,spreadsheet_exact,1.0,accepted
Kareem Shaheen,kareem_shaheen,EN,spreadsheet_exact,1.0,accepted
Karen Isaacs,karen_isaacs,EN,spreadsheet_exact,1.0,accepted
Karim Kattan,karim_kattan,EN,spreadsheet_exact,1.0,accepted
Karina Goulordava,karina_goulordava,EN,spreadsheet_exact,1.0,accepted
Ken Winikur,ken_winikur,EN,spreadsheet_exact,1.0,accepted
Keren Manor,keren_manor,EN,spreadsheet_exact,1.0,accepted
Keren Sheffi,keren_sheffi,EN,spreadsheet_exact,1.0,accepted
Keren Simons,keren_simons,EN,spreadsheet_exact,1.0,accepted
Khader Adnan,khader_adnan,EN,spreadsheet_exact,1.0,accepted
Khalil Mari,khalil_mari,EN,spreadsheet_exact,1.0,accepted
Khelil Bouarrouj,khelil_bouarrouj,EN,spreadsheet_exact,1.0,accepted
Kobi Skolnick,kobi_skolnick,EN,spreadsheet_exact,1.0,accepted
Laila Naheel,laila_naheel,EN,spreadsheet_exact,1.0,accepted
Lara Friedman,lara_friedman,EN,spreadsheet_exact,1.0,accepted
Larry Derfner,larry_derfner,EN,spreadsheet_exact,1.0,accepted
Laura Wharton,laura_wharton,EN,spreadsheet_exact,1.0,accepted
Lauren S. Marcus,lauren_s_marcus,EN,spreadsheet_exact,1.0,accepted
Lawrence McMahon,lawrence_mcmahon,EN,spreadsheet_exact,1.0,accepted
Leah McDonnell,leah_mcdonnell,EN,spreadsheet_exact,1.0,accepted
Leah Platkin,leah_platkin,EN,spreadsheet_exact,1.0,accepted
Leah R. Platkin,leah_r_platkin,EN,spreadsheet_exact,1.0,accepted
Leanne Gale,leanne_gale,EN,spreadsheet_exact,1.0,accepted
Lee Mordechai,lee_mordechai,EN,spreadsheet_exact,1.0,accepted
Leehee Rothschild,leehee_rothschild,EN,spreadsheet_exact,1.0,accepted
Leeor Ohayon,leeor_ohayon,EN,spreadsheet_exact,1.0,accepted
Lev Grinberg,lev_grinberg,EN,spreadsheet_exact,1.0,accepted
Lia Tarachansky,lia_tarachansky,EN,spreadsheet_exact,1.0,accepted
Liat Kozma,liat_kozma,EN,spreadsheet_exact,1.0,accepted
Libby Lenkinski,libby_lenkinski,EN,spreadsheet_exact,1.0,accepted
Libby Lenkinski Friedlander,libby_lenkinski_friedlander,EN,spreadsheet_exact,1.0,accepted
Liel Maghen,liel_maghen,EN,spreadsheet_exact,1.0,accepted
Lihi Yona,lihi_yona,EN,spreadsheet_exact,1.0,accepted
Lilach Ben David,lilach_ben_david,EN,spreadsheet_exact,1.0,accepted
Lily Galili,lily_galili,EN,spreadsheet_exact,1.0,accepted
Lily Greenberg Call,lily_greenberg_call,EN,spreadsheet_exact,1.0,accepted
Lior Amihai,lior_amihai,EN,spreadsheet_exact,1.0,accepted
Lior Sternfeld,lior_sternfeld,EN,spreadsheet_exact,1.0,accepted
Liora Sion,liora_sion,EN,spreadsheet_exact,1.0,accepted
Lisa Goldman,lisa_goldman,EN,spreadsheet_exact,1.0,accepted
Lisa Richlen,lisa_richlen,EN,spreadsheet_exact,1.0,accepted
Lital Firestone,lital_firestone,EN,spreadsheet_exact,1.0,accepted
Liv Halperin,liv_halperin,EN,spreadsheet_exact,1.0,accepted
Loaay Wattad,loaay_wattad,EN,spreadsheet_exact,1.0,accepted
Lolita Brayman,lolita_brayman,EN,spreadsheet_exact,1.0,accepted
Lorenzo Kamel,lorenzo_kamel,EN,spreadsheet_exact,1.0,accepted
Louis Fishman,louis_fishman,EN,spreadsheet_exact,1.0,accepted
Louis Frankenthaler,louis_frankenthaler,EN,spreadsheet_exact,1.0,accepted
Louise Rafkin,louise_rafkin,EN,spreadsheet_exact,1.0,accepted
Léa Peruchon,léa_peruchon,EN,spreadsheet_exact,1.0,accepted
MK Haneen Zoabi*,mk_haneen_zoabi,EN,spreadsheet_exact,1.0,accepted
Maath Musleh,maath_musleh,EN,spreadsheet_exact,1.0,accepted
Maayan Dak,maayan_dak,EN,spreadsheet_exact,1.0,accepted
Maayan Niezna,maayan_niezna,EN,spreadsheet_exact,1.0,accepted
Madlaine Ahmad,madlaine_ahmad,EN,spreadsheet_exact,1.0,accepted
Magnus Fitz,magnus_fitz,EN,spreadsheet_exact,1.0,accepted
Mahdi Sabbagh,mahdi_sabbagh,EN,spreadsheet_exact,1.0,accepted
Mahmoud Al-Omour,mahmoud_al_omour,EN,spreadsheet_exact,1.0,accepted
Mahmoud Mushtaha,mahmoud_mushtaha,EN,spreadsheet_exact,1.0,accepted
Mairav Zonszein,mairav_zonszein,EN,spreadsheet_exact,1.0,accepted
Maisalon Dallashi,maisalon_dallashi,EN,spreadsheet_exact,1.0,accepted
Majd Jawad,majd_jawad,EN,spreadsheet_exact,1.0,accepted
Makbula Nassar,makbula_nassar,EN,spreadsheet_exact,1.0,accepted
Manal Ja’bri,manal_ja_bri,EN,spreadsheet_exact,1.0,accepted
Mara Getz Sheftel,mara_getz_sheftel,EN,spreadsheet_exact,1.0,accepted
Marcelo Svirsky,marcelo_svirsky,EN,spreadsheet_exact,1.0,accepted
Mareike Lauken,mareike_lauken,EN,spreadsheet_exact,1.0,accepted
Maria Rashed,maria_rashed,EN,spreadsheet_exact,1.0,accepted
Maria Zreik,maria_zreik,EN,spreadsheet_exact,1.0,accepted
Mariam Barghouti,mariam_barghouti,EN,spreadsheet_exact,1.0,accepted
Mariam Farah,mariam_farah,EN,spreadsheet_exact,1.0,accepted
Marian Houk,marian_houk,EN,spreadsheet_exact,1.0,accepted
Mariana Abreu,mariana_abreu,EN,spreadsheet_exact,1.0,accepted
Marta Fortunato,marta_fortunato,EN,spreadsheet_exact,1.0,accepted
Marwa Fatafta,marwa_fatafta,EN,spreadsheet_exact,1.0,accepted
Maryam Hawari,maryam_hawari,EN,spreadsheet_exact,1.0,accepted
Marzuq Al-Halabi,marzuq_al_halabi,EN,spreadsheet_exact,1.0,accepted
Matan Kaminer,matan_kaminer,EN,spreadsheet_exact,1.0,accepted
Mati Milstein,mati_milstein,EN,spreadsheet_exact,1.0,accepted
Mati Shemoelof,mati_shemoelof,EN,spreadsheet_exact,1.0,accepted
Matt Surrusco,matt_surrusco,EN,spreadsheet_exact,1.0,accepted
Max Blumenthal,max_blumenthal,EN,spreadsheet_exact,1.0,accepted
Max Schindler,max_schindler,EN,spreadsheet_exact,1.0,accepted
Max Socol,max_socol,EN,spreadsheet_exact,1.0,accepted
Maxime Benatouil,maxime_benatouil,EN,spreadsheet_exact,1.0,accepted
Maya Avis,maya_avis,EN,spreadsheet_exact,1.0,accepted
Maya Garner,maya_garner,EN,spreadsheet_exact,1.0,accepted
Maya Haber,maya_haber,EN,spreadsheet_exact,1.0,accepted
Maya Schkolne,maya_schkolne,EN,spreadsheet_exact,1.0,accepted
Mehrdad Naderi,mehrdad_naderi,EN,spreadsheet_exact,1.0,accepted
Mei-Tal Nadler,mei_tal_nadler,EN,spreadsheet_exact,1.0,accepted
Menachem Klein,menachem_klein,EN,spreadsheet_exact,1.0,accepted
Merav Amir,merav_amir,EN,spreadsheet_exact,1.0,accepted
Meron Rapoport,meron_rapoport,EN,spreadsheet_exact,1.0,accepted
Mia Rafalowicz-Campbell,mia_rafalowicz_campbell,EN,spreadsheet_exact,1.0,accepted
Micah Friedman,micah_friedman,EN,spreadsheet_exact,1.0,accepted
Michael Omer-Man,michael_omer_man,EN,spreadsheet_exact,1.0,accepted
Michael Salisbury-Corech,michael_salisbury_corech,EN,spreadsheet_exact,1.0,accepted
Michael Sappir,michael_sappir,EN,spreadsheet_exact,1.0,accepted
Michael Schaeffer Omer-Man,michael_schaeffer_omer_man,EN,spreadsheet_exact,1.0,accepted
Michael Sfard,michael_sfard,EN,spreadsheet_exact,1.0,accepted
Michael Sidman,michael_sidman,EN,spreadsheet_exact,1.0,accepted
Michael Zigmond,michael_zigmond,EN,spreadsheet_exact,1.0,accepted
Michal Feldon,michal_feldon,EN,spreadsheet_exact,1.0,accepted
Michal Haramati,michal_haramati,EN,spreadsheet_exact,1.0,accepted
Michal Luft,michal_luft,EN,spreadsheet_exact,1.0,accepted
Michal Rotam,michal_rotam,EN,spreadsheet_exact,1.0,accepted
Michal Rotem,michal_rotem,EN,spreadsheet_exact,1.0,accepted
Michal Talya,michal_talya,EN,spreadsheet_exact,1.0,accepted
Michal Vexler,michal_vexler,EN,spreadsheet_exact,1.0,accepted
Michal Zweig,michal_zweig,EN,spreadsheet_exact,1.0,accepted
Michel Waelbroeck,michel_waelbroeck,EN,spreadsheet_exact,1.0,accepted
Michelle Bubis,michelle_bubis,EN,spreadsheet_exact,1.0,accepted
Minna Rozen,minna_rozen,EN,spreadsheet_exact,1.0,accepted
Mira Al Hussein,mira_al_hussein,EN,spreadsheet_exact,1.0,accepted
Miriam Deprez,miriam_deprez,EN,spreadsheet_exact,1.0,accepted
Miryam Wijler,miryam_wijler,EN,spreadsheet_exact,1.0,accepted
Misha Shulman,misha_shulman,EN,spreadsheet_exact,1.0,accepted
Mitchell Plitnick,mitchell_plitnick,EN,spreadsheet_exact,1.0,accepted
Mkhaimar Abusada,mkhaimar_abusada,EN,spreadsheet_exact,1.0,accepted
Mohamed El Dahshan,mohamed_el_dahshan,EN,spreadsheet_exact,1.0,accepted
Mohamed Mohamed,mohamed_mohamed,EN,spreadsheet_exact,1.0,accepted
Mohammad Hureini,mohammad_hureini,EN,spreadsheet_exact,1.0,accepted
Mohammed Arafat,mohammed_arafat,EN,spreadsheet_exact,1.0,accepted
Mohammed Khatib,mohammed_khatib,EN,spreadsheet_exact,1.0,accepted
Mohammed Moussa,mohammed_moussa,EN,spreadsheet_exact,1.0,accepted
Mohammed R. Mhawish,mohammed_r_mhawish,EN,spreadsheet_exact,1.0,accepted
Mohammed Zaanoun,mohammed_zaanoun,EN,spreadsheet_exact,1.0,accepted
Monim Haroon,monim_haroon,EN,spreadsheet_exact,1.0,accepted
Moran Mekamel,moran_mekamel,EN,spreadsheet_exact,1.0,accepted
Moran Zaga,moran_zaga,EN,spreadsheet_exact,1.0,accepted
More from Eli Valley:,more_from_eli_valley,EN,spreadsheet_exact,1.0,accepted
Moriel Rothman,moriel_rothman,EN,spreadsheet_exact,1.0,accepted
Moriel Rothman-Zecher,moriel_rothman_zecher,EN,spreadsheet_exact,1.0,accepted
Mosab Qashoo,mosab_qashoo,EN,spreadsheet_exact,1.0,accepted
Moshe Ronen,moshe_ronen,EN,spreadsheet_exact,1.0,accepted
Mossi Raz,mossi_raz,EN,spreadsheet_exact,1.0,accepted
Moustafa Youssef,moustafa_youssef,EN,spreadsheet_exact,1.0,accepted
Muhammad Jabali,muhammad_jabali,EN,spreadsheet_exact,1.0,accepted
Muhammad Shehada,muhammad_shehada,EN,spreadsheet_exact,1.0,accepted
Munir Atalla,munir_atalla,EN,spreadsheet_exact,1.0,accepted
Mutasim Ali,mutasim_ali,EN,spreadsheet_exact,1.0,accepted
Mya Guarnieri Jaradat,mya_guarnieri_jaradat,EN,spreadsheet_exact,1.0,accepted
Myssana Morany,myssana_morany,EN,spreadsheet_exact,1.0,accepted
Naama Katiee,naama_katiee,EN,spreadsheet_exact,1.0,accepted
Naamit Mor Haim,naamit_mor_haim,EN,spreadsheet_exact,1.0,accepted
Nadav Bigelman,nadav_bigelman,EN,spreadsheet_exact,1.0,accepted
Nadav Frankovich,nadav_frankovich,EN,spreadsheet_exact,1.0,accepted
Nadia Ben-Youssef,nadia_ben_youssef,EN,spreadsheet_exact,1.0,accepted
Nadia Naser-Najjab,nadia_naser_najjab,EN,spreadsheet_exact,1.0,accepted
Naftali Kaminski,naftali_kaminski,EN,spreadsheet_exact,1.0,accepted
Naim Mousa,naim_mousa,EN,spreadsheet_exact,1.0,accepted
Nancy Hawker,nancy_hawker,EN,spreadsheet_exact,1.0,accepted
Nancy Murray,nancy_murray,EN,spreadsheet_exact,1.0,accepted
Naomi Dann,naomi_dann,EN,spreadsheet_exact,1.0,accepted
Naomi Niddam,naomi_niddam,EN,spreadsheet_exact,1.0,accepted
Naomi Paiss,naomi_paiss,EN,spreadsheet_exact,1.0,accepted
Nasser Nawaj’ah,nasser_nawaj_ah,EN,spreadsheet_exact,1.0,accepted
Nasser Rego,nasser_rego,EN,spreadsheet_exact,1.0,accepted
Natasha Dudinski,natasha_dudinski,EN,spreadsheet_exact,1.0,accepted
Natasha Soffer-Roth,natasha_soffer_roth,EN,spreadsheet_exact,1.0,accepted
Natasha Westheimer,natasha_westheimer,EN,spreadsheet_exact,1.0,accepted
Nathalie Rozanes,nathalie_rozanes,EN,spreadsheet_exact,1.0,accepted
Nathan Hersh,nathan_hersh,EN,spreadsheet_exact,1.0,accepted
Nelson Mandela,nelson_mandela,EN,spreadsheet_exact,1.0,accepted
Nervana Mahmoud,nervana_mahmoud,EN,spreadsheet_exact,1.0,accepted
Netta Amar-Shiff,netta_amar_shiff,EN,spreadsheet_exact,1.0,accepted
Neve Gordon,neve_gordon,EN,spreadsheet_exact,1.0,accepted
Nicholas Saidel,nicholas_saidel,EN,spreadsheet_exact,1.0,accepted
Nicole Hyman,nicole_hyman,EN,spreadsheet_exact,1.0,accepted
Nidal Othman,nidal_othman,EN,spreadsheet_exact,1.0,accepted
Nimrod Goren,nimrod_goren,EN,spreadsheet_exact,1.0,accepted
Nir Baram,nir_baram,EN,spreadsheet_exact,1.0,accepted
Nisreen Salameh Shahbari,nisreen_salameh_shahbari,EN,spreadsheet_exact,1.0,accepted
Nisreen Shehada,nisreen_shehada,EN,spreadsheet_exact,1.0,accepted
Nissi Peli,nissi_peli,EN,spreadsheet_exact,1.0,accepted
Nitin Sawhney,nitin_sawhney,EN,spreadsheet_exact,1.0,accepted
Niv Hachlili,niv_hachlili,EN,spreadsheet_exact,1.0,accepted
Noa Galili,noa_galili,EN,spreadsheet_exact,1.0,accepted
Noa Kaufman,noa_kaufman,EN,spreadsheet_exact,1.0,accepted
Noa Levy,noa_levy,EN,spreadsheet_exact,1.0,accepted
Noa Pinto,noa_pinto,EN,spreadsheet_exact,1.0,accepted
Noa Shaindlinger,noa_shaindlinger,EN,spreadsheet_exact,1.0,accepted
Noa Shauer,noa_shauer,EN,spreadsheet_exact,1.0,accepted
Noa Yachot,noa_yachot,EN,spreadsheet_exact,1.0,accepted
Noam Chayat,noam_chayat,EN,spreadsheet_exact,1.0,accepted
Noam Hofstadter,noam_hofstadter,EN,spreadsheet_exact,1.0,accepted
Noam R.,noam_r,EN,spreadsheet_exact,1.0,accepted
Noam Rabinovich,noam_rabinovich,EN,spreadsheet_exact,1.0,accepted
Noam Rotem,noam_rotem,EN,spreadsheet_exact,1.0,accepted
Noam Sheizaf,noam_sheizaf,EN,spreadsheet_exact,1.0,accepted
Noam Shemtov,noam_shemtov,EN,spreadsheet_exact,1.0,accepted
Noam Shuster-Eliassi,noam_shuster_eliassi,EN,spreadsheet_exact,1.0,accepted
Noam Wiener,noam_wiener,EN,spreadsheet_exact,1.0,accepted
Nooran Alhamdan,nooran_alhamdan,EN,spreadsheet_exact,1.0,accepted
O.K.,o_k,EN,spreadsheet_exact,1.0,accepted
OR Seri,or_seri,EN,spreadsheet_exact,1.0,accepted
Obtained by Idan Landau,obtained_by_idan_landau,EN,spreadsheet_exact,1.0,accepted
Oded Eran,oded_eran,EN,spreadsheet_exact,1.0,accepted
Oded Feller,oded_feller,EN,spreadsheet_exact,1.0,accepted
Oded Na’aman,oded_na_aman,EN,spreadsheet_exact,1.0,accepted
Ofer Matan,ofer_matan,EN,spreadsheet_exact,1.0,accepted
Ofri Ilani,ofri_ilani,EN,spreadsheet_exact,1.0,accepted
Olga Gershenson,olga_gershenson,EN,spreadsheet_exact,1.0,accepted
Olivia Watson,olivia_watson,EN,spreadsheet_exact,1.0,accepted
Omar Baddar,omar_baddar,EN,spreadsheet_exact,1.0,accepted
Omar H. Rahman,omar_h_rahman,EN,spreadsheet_exact,1.0,accepted
Omar M. Dajani,omar_m_dajani,EN,spreadsheet_exact,1.0,accepted
Omer Raz,omer_raz,EN,spreadsheet_exact,1.0,accepted
Omri Du-Nour,omri_du_nour,EN,spreadsheet_exact,1.0,accepted
Omri Eilat,omri_eilat,EN,spreadsheet_exact,1.0,accepted
Omri Evron,omri_evron,EN,spreadsheet_exact,1.0,accepted
Omri Paz,omri_paz,EN,spreadsheet_exact,1.0,accepted
Omri Shenhar,omri_shenhar,EN,spreadsheet_exact,1.0,accepted
Ophir Pines-Paz,ophir_pines_paz,EN,spreadsheet_exact,1.0,accepted
Oren Barak,oren_barak,EN,spreadsheet_exact,1.0,accepted
Oren Kroll-Zeldin,oren_kroll_zeldin,EN,spreadsheet_exact,1.0,accepted
Oren Persico,oren_persico,EN,spreadsheet_exact,1.0,accepted
Oren Yiftachel,oren_yiftachel,EN,spreadsheet_exact,1.0,accepted
Oren Ziv,oren_ziv,EN,spreadsheet_exact,1.0,accepted
Ori Goldberg,ori_goldberg,EN,spreadsheet_exact,1.0,accepted
Ori J. Lenkinski,ori_j_lenkinski,EN,spreadsheet_exact,1.0,accepted
Ori Kol,ori_kol,EN,spreadsheet_exact,1.0,accepted
Ori Lenkinski,ori_lenkinski,EN,spreadsheet_exact,1.0,accepted
Orit Arfa,orit_arfa,EN,spreadsheet_exact,1.0,accepted
Orit Bashkin,orit_bashkin,EN,spreadsheet_exact,1.0,accepted
Orli Santo,orli_santo,EN,spreadsheet_exact,1.0,accepted
Orly Noy,orly_noy,EN,spreadsheet_exact,1.0,accepted
Orna Akad,orna_akad,EN,spreadsheet_exact,1.0,accepted
Osama Tanous,osama_tanous,EN,spreadsheet_exact,1.0,accepted
Oscar Olivier,oscar_olivier,EN,spreadsheet_exact,1.0,accepted
Osnat Ita Skoblinski,osnat_ita_skoblinski,EN,spreadsheet_exact,1.0,accepted
Ossnat Sharon,ossnat_sharon,EN,spreadsheet_exact,1.0,accepted
Pam Bailey,pam_bailey,EN,spreadsheet_exact,1.0,accepted
Paola Caridi,paola_caridi,EN,spreadsheet_exact,1.0,accepted
Patricia Martinez Sastre,patricia_martinez_sastre,EN,spreadsheet_exact,1.0,accepted
Paul Karolyi,paul_karolyi,EN,spreadsheet_exact,1.0,accepted
Paul Pillar,paul_pillar,EN,spreadsheet_exact,1.0,accepted
Paul R. Pillar,paul_r_pillar,EN,spreadsheet_exact,1.0,accepted
Paula Schmitt,paula_schmitt,EN,spreadsheet_exact,1.0,accepted
Penina Eilberg-Schwartz,penina_eilberg_schwartz,EN,spreadsheet_exact,1.0,accepted
Peter Jenkins,peter_jenkins,EN,spreadsheet_exact,1.0,accepted
Philip Farah,philip_farah,EN,spreadsheet_exact,1.0,accepted
Priscilla Wathington,priscilla_wathington,EN,spreadsheet_exact,1.0,accepted
Prof. Elie Podeh,prof_elie_podeh,EN,spreadsheet_exact,1.0,accepted
Professor Minna Rozen,professor_minna_rozen,EN,spreadsheet_exact,1.0,accepted
Qamar Taha,qamar_taha,EN,spreadsheet_exact,1.0,accepted
R. Khazen,r_khazen,EN,spreadsheet_exact,1.0,accepted
R.W. Al-Thahabi,r_w_al_thahabi,EN,spreadsheet_exact,1.0,accepted
Raanan Shemesh Forshner,raanan_shemesh_forshner,EN,spreadsheet_exact,1.0,accepted
Rabah Halabi,rabah_halabi,EN,spreadsheet_exact,1.0,accepted
Rabbi Arik Ascherman,rabbi_arik_ascherman,EN,spreadsheet_exact,1.0,accepted
Rabbi Michael Rivkin,rabbi_michael_rivkin,EN,spreadsheet_exact,1.0,accepted
Rabbis for Human Rights,rabbis_for_human_rights,EN,spreadsheet_exact,1.0,accepted
Rabeea Eid,rabeea_eid,EN,spreadsheet_exact,1.0,accepted
Rachel Beitarie,rachel_beitarie,EN,spreadsheet_exact,1.0,accepted
Rachel Canar,rachel_canar,EN,spreadsheet_exact,1.0,accepted
Rachel Liel,rachel_liel,EN,spreadsheet_exact,1.0,accepted
Rachel Shenhav-Goldberg,rachel_shenhav_goldberg,EN,spreadsheet_exact,1.0,accepted
Rachel’i Said,rachel_i_said,EN,spreadsheet_exact,1.0,accepted
Radhika Sainath,radhika_sainath,EN,spreadsheet_exact,1.0,accepted
Raef Zreik,raef_zreik,EN,spreadsheet_exact,1.0,accepted
Rafael D. Frankel,rafael_d_frankel,EN,spreadsheet_exact,1.0,accepted
Rafram Chaddad,rafram_chaddad,EN,spreadsheet_exact,1.0,accepted
Raghad Jaraisy,raghad_jaraisy,EN,spreadsheet_exact,1.0,accepted
Raji Sourani,raji_sourani,EN,spreadsheet_exact,1.0,accepted
Raluca Ganea,raluca_ganea,EN,spreadsheet_exact,1.0,accepted
Rami Gudovitch,rami_gudovitch,EN,spreadsheet_exact,1.0,accepted
Rami Kaplan,rami_kaplan,EN,spreadsheet_exact,1.0,accepted
Rami Younis,rami_younis,EN,spreadsheet_exact,1.0,accepted
Ran Goldstein,ran_goldstein,EN,spreadsheet_exact,1.0,accepted
