author_id,display_name_en,display_name_he,outlet,frequency,gender,country_of_citizenship,place_of_residence,ethnonational_identity,author_status,author_status_label,institutional_author,author_url
noam_sheizaf,Noam Sheizaf,נועם שיזף,972 Magazine,699.0,m,IL,Israel,J,1,Israeli Jew,972 Magazine,https://www.972mag.com/writer/noams/|https://www.972mag.com/writer/972-magazine/
mairav_zonszein,Mairav Zonszein,מרב זונשיין,972 Magazine,391.0,f,IL | USA,Israel,J,1,Israeli Jew,nan,https://www.972mag.com/writer/mairavz/
ami_kaufman,Ami Kaufman,עמי קאופמן,972 Magazine,357.0,m,IL,GB,J,1,Israeli Jew,nan,https://www.972mag.com/writer/amik/
haggai_matar,Haggai Matar,חגי מטר,972 Magazine,319.0,m,IL,Israel,J,1,Israeli Jew,nan,https://www.972mag.com/writer/haggaim/
yossi_gurvitz,Yossi Gurvitz,אישתון,972 Magazine,304.0,m,IL,Israel,J,1,Israeli Jew,972 Magazine,nan
dahlia_scheindlin,Dahlia Scheindlin,דליה שיינדלין,972 Magazine,290.0,f,IL | USA,Israel | USA,J,1,Israeli Jew,nan,https://www.972mag.com/writer/dahlias/
michael_schaeffer_omer_man,Michael Schaeffer Omer-Man,מיכאל שפר עומר-מן,972 Magazine,269.0,m,Israel | USA,Israel | USA,J,1,Israeli Jew,nan,https://www.972mag.com/writer/michaelom/
larry_derfner,Larry Derfner,לארי דרפנר,972 Magazine,244.0,m,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/larryd/
joseph_dana,Joseph Dana,nan,972 Magazine,233.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,https://www.972mag.com/writer/josephd/|https://www.972mag.com/writer/972-magazine/
yuval_ben_ami,Yuval Ben-Ami,יובל בן-עמי,972 Magazine,205.0,m,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/yuvalbe/
dimi_reider,Dimi Reider,דימי ריידר,972 Magazine,198.0,m,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/dimir/
oren_ziv,Oren Ziv,אורן זיו,972 Magazine,197.0,m,nan,nan,J,1,Israeli Jew,Activestills,https://www.972mag.com/writer/orenziv/|https://www.972mag.com/writer/activestills/
edo_konrad,Edo Konrad,עדו קונרד,972 Magazine,176.0,m,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/edokonrad/
orly_noy,Orly Noy,אורלי נוי,972 Magazine,150.0,f,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/orlyn/
mya_guarnieri_jaradat,Mya Guarnieri Jaradat,מאיה גוארניירי,972 Magazine,138.0,f,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/myag/
lisa_goldman,Lisa Goldman,ליסה גולדמן,972 Magazine,126.0,f,nan,nan,J,1,Israeli Jew,972 Magazine,https://www.972mag.com/writer/lisa/|https://www.972mag.com/writer/972-magazine/
roi_maor,Roi Maor,רועי מאור,972 Magazine,119.0,m,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/roi/
roee_ruttenberg,Roee Ruttenberg,nan,972 Magazine,115.0,m,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/roeer/
natasha_soffer_roth,Natasha Soffer-Roth,נטשה רוט,972 Magazine,90.0,f,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/natashar/
samer_badawi,Samer Badawi,סאמר בדאווי,972 Magazine,77.0,m,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/samerb/
amjad_iraqi,Amjad Iraqi,אמג'ד עיראקי,972 Magazine,70.0,m,IL,London,A,3,Palestinian citizen of Israel,nan,https://www.972mag.com/writer/amjad/
aziz_abu_sarah,Aziz Abu Sarah,עזיז אבו-שרה,972 Magazine,69.0,m,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/azizs/
meron_rapoport,Meron Rapoport,מירון רפופורט,972 Magazine,69.0,m,IL,Israel,J,1,Israeli Jew,972 Magazine,nan
samah_salaime,Samah Salaime,סמאח סלאימה,972 Magazine,66.0,f,IL,Israel,A,3,Palestinian citizen of Israel,nan,https://www.972mag.com/writer/samah/
joshua_leifer,Joshua Leifer,יהושע (ג'וש) לייפר,972 Magazine,60.0,m,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/joshl/
omar_h_rahman,Omar H. Rahman,עומאר ה. רחמן,972 Magazine,47.0,m,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/omarh/
ruwaida_amer,Ruwaida Amer,רווידה עאמר,972 Magazine,46.0,f,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/ruwaida-amer/
yael_yali_marom,Yael/Yali Marom,יעל מרום,972 Magazine,43.0,f,IL,Israel,J,1,Israeli Jew,972 Magazine,nan
yuval_abraham,Yuval Abraham,יובל אברהם,972 Magazine,39.0,m,IL,Israel,J,1,Israeli Jew,nan,https://www.972mag.com/writer/yuval-abraham/
sebastian_ben_daniel_john_brown,Sebastian Ben Daniel (John Brown),סבסטיאן בן דניאל (ג'ון בראון),972 Magazine,36.0,m,IL,Israel,J,1,Israeli Jew,972 Magazine,https://www.972mag.com/writer/john-brown/|https://www.972mag.com/writer/972-magazine/
hagai_el_ad,Hagai El-Ad,חגי אלעד,972 Magazine,35.0,m,IL,Israel,J,1,Israeli Jew,972 Magazine,nan
ori_j_lenkinski,Ori J. Lenkinski,nan,972 Magazine,32.0,f,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/oril/
rami_younis,Rami Younis,רמי יונס,972 Magazine,31.0,m,IL,Israel,A,3,Palestinian citizen of Israel,nan,https://www.972mag.com/writer/rami/
ryan_rodrick_beiler,Ryan Rodrick Beiler,ריאן רודריק ביילר,972 Magazine,31.0,m,nan,nan,X,7,Other / not identified,Activestills,nan
henriette_chacar,Henriette Chacar,הנרייט שקר,972 Magazine,28.0,f,nan,nan,A,7,Other / not identified,972 Magazine,https://www.972mag.com/writer/henriettec/|https://www.972mag.com/writer/972-magazine/
ahmad_al_bazz,Ahmad Al-Bazz,אחמד אל-באז,972 Magazine,25.0,m,nan,nan,A,7,Other / not identified,Activestills,nan
noa_yachot,Noa Yachot,נועה יחוט,972 Magazine,25.0,f,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/noay/
shemuel_meir,Shemuel Meir,nan,972 Magazine,22.0,nan,nan,nan,J,7,Other / not identified,972 Magazine,nan
mahmoud_mushtaha,Mahmoud Mushtaha,מחמוד מושתהא,972 Magazine,21.0,m,nan,Gaza,A,5,Gaza Palestinian,nan,https://www.972mag.com/writer/mahmoud-mushtaha/
noam_rotem,Noam Rotem,נעם רותם,972 Magazine,21.0,nan,nan,nan,J,1,Israeli Jew,972 Magazine,nan
tom_pessah,Tom Pessah,תום פסח,972 Magazine,21.0,m,IL,Israel,J,1,Israeli Jew,nan,https://www.972mag.com/writer/tom-pessah/
matt_surrusco,Matt Surrusco,nan,972 Magazine,19.0,nan,nan,nan,X,7,Other / not identified,nan,https://www.972mag.com/writer/matts/
menachem_klein,Menachem Klein,מנחם קליין,972 Magazine,19.0,m,IL,Israel,J,1,Israeli Jew,nan,https://www.972mag.com/writer/menachem-klein/
ahmed_ahmed,Ahmed Ahmed,אחמד אחמד,972 Magazine,16.0,m,nan,Gaza,A,5,Gaza Palestinian,nan,https://www.972mag.com/writer/ahmed-ahmed/
elizabeth_tsurkov,Elizabeth Tsurkov,אליזבט צורקוב,972 Magazine,15.0,f,nan,nan,J,7,Other / not identified,972 Magazine,nan
leehee_rothschild,Leehee Rothschild,ליהי רוטשילד,972 Magazine,15.0,f,nan,nan,J,7,Other / not identified,972 Magazine,nan
moriel_rothman,Moriel Rothman,מוריאל רוטמן-זכר,972 Magazine,15.0,f,nan,nan,J,7,Other / not identified,972 Magazine,nan
eli_bitan,Eli Bitan,אלי ביתאן,972 Magazine,14.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
fady_khoury,Fady Khoury,פאדי ח'ורי,972 Magazine,14.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
ibtisam_mahdi,Ibtisam Mahdi,איבתיסאם מהדי,972 Magazine,14.0,f,nan,Gaza,A,5,Gaza Palestinian,nan,https://www.972mag.com/writer/ibtisam-mahdi/
mohammed_r_mhawish,Mohammed R. Mhawish,nan,972 Magazine,14.0,m,nan,Gaza,A,5,Gaza Palestinian,nan,https://www.972mag.com/writer/mohammed-r-mhawish/
gerard_horton,Gerard Horton,ג'רארד הורטון,972 Magazine,13.0,m,nan,nan,X,7,Other / not identified,972 Magazine,nan
keren_manor,Keren Manor,קרן מנור,972 Magazine,13.0,f,IL,Israel | Germany,J,1,Israeli Jew,Activestills,nan
ran_greenstein,Ran Greenstein,רן גרינשטיין,972 Magazine,13.0,m,IL,South Africa,J,1,Israeli Jew,nan,https://www.972mag.com/writer/ran-greenstein/
sahar_vardi,Sahar Vardi,סהר ורדי,972 Magazine,13.0,f,IL,Israel,J,1,Israeli Jew,nan,https://www.972mag.com/writer/sahar-vardi/
sam_bahour,Sam Bahour,סם בחור,972 Magazine,13.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
abeer_ayyoub,Abeer Ayyoub,עביר איוב,972 Magazine,12.0,nan,nan,nan,A,7,Other / not identified,972 Magazine,nan
baker_zoubi,Baker Zoubi,בכר זועבי,972 Magazine,12.0,m,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/baker-zoubi/
eli_clifton,Eli Clifton,nan,972 Magazine,12.0,m,nan,nan,X,7,Other / not identified,972 Magazine,nan
aviv_tatarsky,Aviv Tatarsky,אביב טטרסקי,972 Magazine,11.0,m,IL,Israel,J,1,Israeli Jew,nan,https://www.972mag.com/writer/aviv-tatarsky/
basel_adra,Basel Adra,באסל עדרה,972 Magazine,11.0,m,nan,WB,A,4,West Bank Palestinian,nan,https://www.972mag.com/writer/basil-al-adraa/
eyal_clyne,Eyal Clyne,אייל קליין,972 Magazine,11.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
ghousoon_bisharat,Ghousoon Bisharat,רוסון בשאראת,972 Magazine,11.0,nan,IL,Israel,A,3,Palestinian citizen of Israel,nan,https://www.972mag.com/writer/ghousoon-bisharat/
james_j_zogby,James J. Zogby,nan,972 Magazine,11.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
mitchell_plitnick,Mitchell Plitnick,nan,972 Magazine,11.0,m,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/mitchell-plitnick/
mohammed_zaanoun,Mohammed Zaanoun,מוחמד זאנון,972 Magazine,11.0,m,nan,nan,A,7,Other / not identified,Activestills,https://www.972mag.com/writer/mohammed-zaanoun/|https://www.972mag.com/writer/activestills/
neve_gordon,Neve Gordon,ניב גורדון,972 Magazine,11.0,m,IL,GB,J,1,Israeli Jew,972 Magazine,nan
a_daniel_roth,A. Daniel Roth,ע. דניאל רוט,972 Magazine,10.0,nan,IL | Canada,Israel | Canada,J,1,Israeli Jew,972 Magazine,nan
abdallah_aljazzar,Abdallah Aljazzar,nan,972 Magazine,10.0,m,nan,Gaza,A,5,Gaza Palestinian,nan,https://www.972mag.com/writer/a-j/
alex_kane,Alex Kane,אלכס קיין,972 Magazine,10.0,nan,nan,New York,J,7,Other / not identified,nan,https://www.972mag.com/writer/alex-kane/
alon_mizrahi,Alon Mizrahi,אלון מזרחי,972 Magazine,10.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
ilan_manor,Ilan Manor,nan,972 Magazine,10.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
rechavia_rick_berman,Rechavia “Rick” Berman,nan,972 Magazine,10.0,f,nan,nan,J,7,Other / not identified,972 Magazine,nan
suha_arraf,Suha Arraf,סוהא עראף,972 Magazine,10.0,f,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/suha-arraf/
yonathan_mizrachi,Yonathan Mizrachi,יונתן מזרחי,972 Magazine,10.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
aaron_magid,Aaron Magid,nan,972 Magazine,9.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
alon_aviram,Alon Aviram,nan,972 Magazine,9.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
amjad_yaghi,Amjad Yaghi,אמג'ד יאגי,972 Magazine,9.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
awad_abdelfattah,Awad Abdelfattah,עוואד עבד אלפתאח,972 Magazine,9.0,m,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/awad-af/
idan_landau,Idan Landau,nan,972 Magazine,9.0,m,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/idan-landau/
inna_michaeli,Inna Michaeli,אינה מיכאלי,972 Magazine,9.0,f,IL,Germany,J,1,Israeli Jew,972 Magazine,nan
ron_gerlitz,Ron Gerlitz,רון גרליץ,972 Magazine,9.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
daniel_beller,Daniel Beller,דני בלר,972 Magazine,8.0,nan,nan,nan,J,1,Israeli Jew,972 Magazine,nan
eli_valley,Eli Valley,nan,972 Magazine,8.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
ibrahim_mohammad,Ibrahim Mohammad,אברהים מוחמד,972 Magazine,8.0,m,nan,Gaza,A,5,Gaza Palestinian,nan,https://www.972mag.com/writer/ibrahim-mohammad/
jeremiah_haber,Jeremiah Haber,nan,972 Magazine,8.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
lia_tarachansky,Lia Tarachansky,nan,972 Magazine,8.0,f,nan,nan,J,1,Israeli Jew,972 Magazine,nan
michal_vexler,Michal Vexler,nan,972 Magazine,8.0,f,nan,nan,J,7,Other / not identified,972 Magazine,nan
talal_jabari,Talal Jabari,טלאל אל-ג׳עברי,972 Magazine,8.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
yoav_haifawi,Yoav Haifawi,יואב חיפאווי,972 Magazine,8.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
alma_biblash,Alma Biblash,אלמה ביבלש,972 Magazine,7.0,f,IL,Israel,J,1,Israeli Jew,972 Magazine,nan
angela_gruber,Angela Gruber,אנג'לה גרובר,972 Magazine,7.0,f,nan,nan,X,7,Other / not identified,972 Magazine,nan
eitan_bronstein_aparicio,Eitan Bronstein Aparicio,איתן ברונשטיין אפריסיו,972 Magazine,7.0,m,IL,Israel | Belgium,J,1,Israeli Jew,972 Magazine,nan
fatima_abdulkarim,Fatima AbdulKarim,פאטמה עבד אלכרים,972 Magazine,7.0,f,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/fatima-abdulkarim/
issa_edward_boursheh,Issa Edward Boursheh,nan,972 Magazine,7.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
jen_marlowe,Jen Marlowe,ג'ן מרלו,972 Magazine,7.0,f,nan,nan,X,7,Other / not identified,972 Magazine,https://www.972mag.com/writer/jen-marlowe/|https://www.972mag.com/writer/972-magazine/
marzuq_al_halabi,Marzuq Al-Halabi,מרזוק אלחלבי,972 Magazine,7.0,b,nan,nan,A,7,Other / not identified,972 Magazine,nan
max_schindler,Max Schindler,nan,972 Magazine,7.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
michal_rotem,Michal Rotem,מיכל רותם,972 Magazine,7.0,f,nan,nan,J,1,Israeli Jew,972 Magazine,nan
noam_rabinovich,Noam Rabinovich,nan,972 Magazine,7.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
sophia_goodfriend,Sophia Goodfriend,סופיה גודפרנד,972 Magazine,7.0,f,nan,nan,X,7,Other / not identified,nan,https://www.972mag.com/writer/sophia-goodfriend/
tania_hary,Tania Hary,תניה הרי,972 Magazine,7.0,f,nan,nan,J,7,Other / not identified,972 Magazine,nan
yoni_mendel,Yoni Mendel,יוני מנדל,972 Magazine,7.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
amer_zahr,Amer Zahr,nan,972 Magazine,6.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
amir_rotem,Amir Rotem,אמיר רותם,972 Magazine,6.0,m,IL,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/amir-rotem/
avi_blecherman,Avi Blecherman,אבי בלכרמן,972 Magazine,6.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
ben_reiff,Ben Reiff,בן רייף,972 Magazine,6.0,m,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/ben-reiff/
dana_mills,Dana Mills,דנה מילס,972 Magazine,6.0,f,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/dana-mills/
david_sarna_galdi,David Sarna Galdi,nan,972 Magazine,6.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
dikla_taylor_sheinman,Dikla Taylor-Sheinman,דקלה טיילור-שיינמן,972 Magazine,6.0,f,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/dikla-taylor-sheinman/
dror_etkes,Dror Etkes,דרור אטקס,972 Magazine,6.0,m,IL,Israel,J,1,Israeli Jew,nan,https://www.972mag.com/writer/dror-etkes/
frima_merphie_bubis,Frima (Merphie) Bubis,פרימה (מרפי) בוביס,972 Magazine,6.0,f,nan,nan,J,1,Israeli Jew,972 Magazine,nan
gil_gertel,Gil Gertel,גיל גרטל,972 Magazine,6.0,nan,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/gil-gertel/
ilan_baruch,Ilan Baruch,אילן ברוך,972 Magazine,6.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
itamar_sha_altiel,Itamar Sha’altiel,איתמר שאלתיאל,972 Magazine,6.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
judith_sudilovsky,Judith Sudilovsky,ג'ודית סודילובסקי,972 Magazine,6.0,f,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/judith-sudilovsky/
michael_sfard,Michael Sfard,מיכאל ספרד,972 Magazine,6.0,m,IL,Israel,J,1,Israeli Jew,972 Magazine,https://www.972mag.com/writer/michael-sfard/|https://www.972mag.com/writer/972-magazine/
moriel_rothman_zecher,Moriel Rothman-Zecher,מוריאל רוטמן-זכר,972 Magazine,6.0,f,nan,nan,J,7,Other / not identified,972 Magazine,nan
muhammad_shehada,Muhammad Shehada,מוחמד שחאדה,972 Magazine,6.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
nadia_naser_najjab,Nadia Naser-Najjab,nan,972 Magazine,6.0,f,nan,nan,A,7,Other / not identified,972 Magazine,nan
noam_wiener,Noam Wiener,nan,972 Magazine,6.0,nan,nan,nan,J,7,Other / not identified,972 Magazine,nan
paula_schmitt,Paula Schmitt,פאולה שמיט*,972 Magazine,6.0,f,nan,nan,X,7,Other / not identified,972 Magazine,nan
sean_o_neill,Sean O’Neill,nan,972 Magazine,6.0,m,nan,nan,X,7,Other / not identified,972 Magazine,nan
amitai_ben_abba,Amitai Ben-Abba,אמיתי בן-אבא,972 Magazine,5.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
avner_gvaryahu,Avner Gvaryahu,אבנר גבריהו,972 Magazine,5.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
ben_lorber,Ben Lorber,בן לורבר,972 Magazine,5.0,m,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/ben-lorber/
corey_sherman,Corey Sherman,קורי שרמן,972 Magazine,5.0,nan,nan,nan,X,7,Other / not identified,972 Magazine,nan
derek_davison,Derek Davison,nan,972 Magazine,5.0,m,nan,nan,X,7,Other / not identified,972 Magazine,nan
don_futterman,Don Futterman,nan,972 Magazine,5.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
elhanan_miller,Elhanan Miller,אלחנן מילר,972 Magazine,5.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
imad_abu_hawash,​Imad Abu Hawash,עימאד אבו הוואש,972 Magazine,5.0,m,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/imad-abu-hawash/
jeff_halper,Jeff Halper,nan,972 Magazine,5.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
jonathan_adler,Jonathan Adler,ג'ונתן אדלר,972 Magazine,5.0,m,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/jonathan-adler/
lev_grinberg,Lev Grinberg,לב גרינברג,972 Magazine,5.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
libby_lenkinski,Libby Lenkinski,לבי לנקינסקי,972 Magazine,5.0,f,nan,nan,J,7,Other / not identified,972 Magazine,nan
lorenzo_kamel,Lorenzo Kamel,nan,972 Magazine,5.0,m,nan,nan,X,7,Other / not identified,972 Magazine,nan
louis_frankenthaler,Louis Frankenthaler,nan,972 Magazine,5.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
mati_shemoelof,Mati Shemoelof,מתי שמואלוף,972 Magazine,5.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
muhammad_jabali,Muhammad Jabali,nan,972 Magazine,5.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
noam_shuster_eliassi,Noam Shuster-Eliassi,נעם שוסטר אליאסי,972 Magazine,5.0,f,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/noam-shuster/
nooran_alhamdan,Nooran Alhamdan,nan,972 Magazine,5.0,nan,nan,nan,A,7,Other / not identified,972 Magazine,nan
rachel_shenhav_goldberg,Rachel Shenhav-Goldberg,nan,972 Magazine,5.0,f,nan,nan,J,7,Other / not identified,972 Magazine,nan
said_zeedani,Said Zeedani,סעיד זידאני,972 Magazine,5.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
shatha_yaish,Shatha Yaish,שדה יעיש,972 Magazine,5.0,f,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/shatha-yaish/
sol_salbe,Sol Salbe,nan,972 Magazine,5.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
yariv_mohar,Yariv Mohar,יריב מוהר,972 Magazine,5.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
yaser_abu_areesha,Yaser Abu Areesha,יאסר אבו ערישה,972 Magazine,5.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
amos_brison,Amos Brison,עמוס בריזון,972 Magazine,4.0,m,nan,Berin,J,7,Other / not identified,nan,https://www.972mag.com/writer/amos-brison/
anat_matar,Anat Matar,ענת מטר,972 Magazine,4.0,f,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/anat-matar/
dalal_erakat,Dalal Erakat,דלאל עריקאת,972 Magazine,4.0,nan,nan,nan,A,7,Other / not identified,972 Magazine,nan
david_sheen,David Sheen,דיוויד שין,972 Magazine,4.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
elinor_sidi,Elinor Sidi,nan,972 Magazine,4.0,f,nan,nan,J,7,Other / not identified,972 Magazine,nan
emily_hilton,Emily Hilton,אם הילטון,972 Magazine,4.0,f,nan,nan,J,2,Diaspora Jew,972 Magazine,nan
faiz_abu_rmeleh,Faiz Abu Rmeleh,פאיז אבו רמלה,972 Magazine,4.0,m,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/faiz-abu-rmeleh/
georgia_gee,Georgia Gee,ג'ורג'יה ג'י,972 Magazine,4.0,f,nan,nan,X,7,Other / not identified,nan,https://www.972mag.com/writer/georgia-gee/
ido_liven,Ido Liven,עידו ליבן,972 Magazine,4.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
itamar_mann,Itamar Mann,איתמר מן,972 Magazine,4.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
jaclynn_ashly,Jaclynn Ashly,nan,972 Magazine,4.0,nan,nan,nan,X,7,Other / not identified,nan,https://www.972mag.com/writer/jaclynn-ashly/
jalal_abukhater,Jalal Abukhater,nan,972 Magazine,4.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
jim_lobe,Jim Lobe,ג'ים לוב,972 Magazine,4.0,m,nan,nan,X,7,Other / not identified,972 Magazine,nan
makbula_nassar,Makbula Nassar,מקבולה נסאר,972 Magazine,4.0,f,nan,nan,A,7,Other / not identified,972 Magazine,nan
mariam_barghouti,Mariam Barghouti,מרים ברגותי,972 Magazine,4.0,f,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/mariam-barghouti/
mariam_farah,Mariam Farah,מרים פרח,972 Magazine,4.0,f,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/mariam-farah/
matan_kaminer,Matan Kaminer,מתן קמינר,972 Magazine,4.0,m,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/matan-kaminer/
mati_milstein,Mati Milstein,nan,972 Magazine,4.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
michael_omer_man,Michael Omer-Man,מיכאל עומר-מן,972 Magazine,4.0,m,nan,nan,J,1,Israeli Jew,Activestills,nan
michael_salisbury_corech,Michael Salisbury-Corech,מיכאל סולסברי-כורך,972 Magazine,4.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
naomi_niddam,Naomi Niddam,נעמי נידם,972 Magazine,4.0,f,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/naomi-niddam/
noa_shaindlinger,Noa Shaindlinger,nan,972 Magazine,4.0,f,nan,nan,J,1,Israeli Jew,972 Magazine,nan
oren_kroll_zeldin,Oren Kroll-Zeldin,אורן קרול-זלדין,972 Magazine,4.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
oren_persico,Oren Persico,nan,972 Magazine,4.0,m,nan,nan,J,1,Israeli Jew,nan,https://www.972mag.com/writer/oren-persico/
paul_r_pillar,Paul R. Pillar,nan,972 Magazine,4.0,m,nan,nan,X,7,Other / not identified,972 Magazine,nan
robert_swift,Robert Swift,רוברט סוויפט,972 Magazine,4.0,m,nan,nan,X,7,Other / not identified,nan,https://www.972mag.com/writer/robert-swift/
roi_bachmutsky,Roi Bachmutsky,nan,972 Magazine,4.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
roy_cohen,Roy Cohen,רועי כהן,972 Magazine,4.0,m,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/roy-cohen/
suleiman_maswadeh,Suleiman Maswadeh,סולימאן מסוואדי,972 Magazine,4.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
talal_alyan,Talal Alyan,nan,972 Magazine,4.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
tomer_persico,Tomer Persico,תומר פרסיקו,972 Magazine,4.0,m,nan,nan,J,1,Israeli Jew,972 Magazine,nan
yacov_ben_efrat,Yacov Ben Efrat,nan,972 Magazine,4.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
abe_silberstein,Abe Silberstein,nan,972 Magazine,3.0,m,nan,nan,J,7,Other / not identified,972 Magazine,nan
ahmed_moor,Ahmed Moor,אחמד מור,972 Magazine,3.0,m,nan,nan,A,7,Other / not identified,nan,https://www.972mag.com/writer/ahmed-moor/
alice_austin,Alice Austin,אליס אוסטין,972 Magazine,3.0,f,nan,nan,X,7,Other / not identified,nan,https://www.972mag.com/writer/alice-austin/
amjad_alqasis,Amjad Alqasis,nan,972 Magazine,3.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
anat_saragusti,Anat Saragusti,ענת סרגוסטי,972 Magazine,3.0,f,nan,nan,J,7,Other / not identified,nan,https://www.972mag.com/writer/anat-saragusti/
anne_paq,Anne Paq,אן פק,972 Magazine,3.0,f,nan,nan,X,7,Other / not identified,Activestills,nan
anwar_mhajne,Anwar Mhajne,nan,972 Magazine,3.0,m,nan,nan,A,7,Other / not identified,972 Magazine,nan
